datetime,buoy,longitude,latitude,u,v,speed,depth,u_wind,v_wind,x,y,x_anom,y_anom,x_tide,y_tide,x_notide,y_notide,u_tides,v_tides
2020-07-13 00:00:00,2020T74,0.87076,81.47066,-0.0840473862692141,-0.0388736173015941,0.0926019506317079,-1508.9057873468232,-2.25600004196167,1.38100004196167,664370.080930338,-644477.1743689001,,,,,,,,
2020-07-13 01:00:00,2020T74,0.85233,81.4696,-0.0750819117067476,-0.026623584597812,0.079662467463522,-1526.8185622514488,-2.0420000553131104,1.100000023841858,664245.5748563932,-644771.2500878082,,,,,,,,
2020-07-13 02:00:00,2020T74,0.8373,81.4689,-0.0537236553154529,-0.0145236216291001,0.055652194257539,-1541.1445330034203,-2.0880000591278076,1.0219999551773071,664131.1011915638,-644998.5868357854,,,,,,,,
2020-07-13 03:00:00,2020T74,0.82839,81.46864,-0.022397064635364,-0.004539269649233,0.0228524281692148,-1548.7383722054792,-1.9470000267028809,1.24399995803833,664051.099628961,-645121.5877948487,,,,,,,,
2020-07-13 04:00:00,2020T74,0.82732,81.4686,0.0115581595751668,-0.0022681338874032,0.0117786028074728,-1549.7272690407308,-1.6749999523162842,1.4980000257492063,664042.1763268873,-645137.0243729438,,,,,,,,
2020-07-13 05:00:00,2020T74,0.83354,81.46849,0.0378848630022089,-0.0089227536995191,0.0389214385432812,-1546.5512440742243,-1.625,1.4859999418258667,664120.8013644319,-645073.2792493532,,,,,,,,
2020-07-13 06:00:00,2020T74,0.8442,81.46801,0.0481895710131206,-0.0242012342543217,0.0539252676753778,-1543.071851117454,-1.6829999685287476,1.378000020980835,664278.3115442968,-644986.1222383368,,,,,,,,
2020-07-13 07:00:00,2020T74,0.85501,81.46689,0.0393274339647605,-0.0441688379726135,0.0591399468219543,-1543.458446097383,-1.7280000448226929,1.5110000371932983,664487.5157836832,-644945.7337324781,,,,,,,,
2020-07-13 08:00:00,2020T74,0.86172,81.46509,0.0165217931821177,-0.0595967758098114,0.0618445255206764,-1550.404476179557,-1.5520000457763672,1.7350000143051147,664703.7256382521,-645004.4245731594,,,,,,,,
2020-07-13 09:00:00,2020T74,0.86237,81.46295,-0.0091208394515038,-0.0651922068433526,0.0658271489995319,-1562.6015479712023,-1.3020000457763672,1.9279999732971191,664878.302585806,-645159.1827276745,,,,,,,,
2020-07-13 10:00:00,2020T74,0.85766,81.46078,-0.0294510568676069,-0.0626204424894632,0.0692003220237824,-1579.2939363236496,-1.055999994277954,1.9989999532699585,664994.8563600682,-645378.4254996405,,,,,,,,
2020-07-13 11:00:00,2020T74,0.84926,81.45881,-0.041364422473103,-0.0543016711609748,0.0682618996029849,-1598.461057504185,-1.2289999723434448,1.955000042915344,665054.1710842408,-645625.3540258831,,,,,,,,
2020-07-13 12:00:00,2020T74,0.83925,81.45719,-0.0444053509078489,-0.0446218207508739,0.0629519028812658,-1618.0320297833784,-1.465000033378601,1.993000030517578,665067.9338524456,-645864.4479795147,,,,,,,,
2020-07-13 13:00:00,2020T74,0.8295,81.45586,-0.0390850009841652,-0.0363031971899394,0.0533437852813598,-1636.4566730709337,-1.8320000171661377,1.8980000019073489,665061.9119067393,-646078.541621594,,,,,,,,
2020-07-13 14:00:00,2020T74,0.82186,81.45479,-0.0270412702275794,-0.0299503530550071,0.04035162876069,-1651.667075286336,-2.2090001106262207,1.955000042915344,665059.329179973,-646248.4268335765,,,,,,,,
2020-07-13 15:00:00,2020T74,0.81747,81.45388,-0.011734482990917,-0.0266222510008442,0.0290936821220016,-1662.4079268947564,-2.390000104904175,2.0199999809265137,665080.8828880792,-646368.4533086736,,,,,,,,
2020-07-13 16:00:00,2020T74,0.81664,81.45303,0.0002027611137095,-0.0266219137013546,0.0266226858373005,-1668.8548780490923,-2.489000082015991,2.306999921798706,665137.9036857836,-646442.6061782864,,,,,,,,
2020-07-13 17:00:00,2020T74,0.81756,81.45212,0.0030355369231277,-0.0305547504322122,0.0307051666399393,-1673.7262427371973,-2.4159998893737793,2.5460000038146973,665219.3549979557,-646500.9975536037,83.65976636856794,58.78990768257063,-249.4986485515927,-196.41916490393055,333.1584149201607,255.20907258650118,,
2020-07-13 18:00:00,2020T74,0.81799,81.45101,-0.0053535686949666,-0.0379664337601998,0.0383420238151218,-1680.4080333316847,-2.4519999027252197,2.6070001125335693,665310.8992058213,-646580.2567442919,112.69351459166501,108.42169510759413,-369.6075701356307,-155.8754572693815,482.3010847272957,264.29715237697565,-0.02501369048877437,0.02032229866454148
2020-07-13 19:00:00,2020T74,0.81518,81.44961,-0.0262967825103191,-0.045377072477576,0.0524461578862571,-1691.476949161329,-2.7679998874664307,2.50600004196167,665388.5242724915,-646719.1541485512,123.48113947326783,99.74814917694312,-429.5972200707682,-50.09861451923189,553.078359544036,149.846763696175,-0.006404314182334474,0.03241499027086472
2020-07-13 20:00:00,2020T74,0.8063,81.44801,-0.0502145845273604,-0.0455278082592505,0.0677811612776479,-1711.121217179007,-2.9100000858306885,2.569000005722046,665413.2218711544,-646943.7414744366,77.32726213138085,7.521438934840262,-415.7186322484389,77.51247268084444,493.04589437981974,-69.99103374600418,0.013600153233766522,0.032114744345241836
2020-07-13 21:00:00,2020T74,0.79286,81.4466,-0.0583432283286998,-0.0388748372039595,0.070108382233861,-1734.8447633311398,-2.6480000019073486,2.755000114440918,665371.5247923256,-647206.8823462165,-39.34183656889945,-121.09611404477619,-331.6761167876492,181.12754476650935,292.33428021874977,-302.22365881128553,0.03035927471371468,0.02050905417599127
