,date,floe_id,x,y,longitude,latitude,u,v,bearing,speed,u_wind,v_wind
0,2006-04-01 12:00:00,2006_0001,754943.9,-1988416.75,-24.20968,70.54739,-0.0002868876298627171,0.00012310662340897727,293.22470097838686,0.00031218544632222547,-0.21299999952316284,-0.41100001335144043
1,2006-04-02 12:00:00,2006_0001,754916.95152,-1988415.60432,-24.21035,70.54748,5.1994653788206574e-05,-2.2781716274691446e-05,113.66086852074778,5.6766632971984565e-05,-1.690000057220459,0.11299999803304672
3,2006-04-01 12:00:00,2006_0007,838243.65,-1581524.9,-17.0754,73.58525,-0.07301876231710007,-0.15983165444466232,204.55319316345742,0.1757210784534374,-0.9739999771118164,-5.533999919891357
4,2006-04-02 12:00:00,2006_0007,839136.4918,-1596680.92529,-17.27418,73.46011,-0.07743141114205628,-0.17107109891002073,204.35279500423337,0.18777897729440388,0.026000000536441803,-3.4600000381469727
6,2006-04-01 12:00:00,2006_0014,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.36800000071525574,-0.6819999814033508
7,2006-04-02 12:00:00,2006_0014,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,1.24399995803833,-1.1430000066757202
8,2006-04-03 12:00:00,2006_0014,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,1.9329999685287476,-1.440000057220459
10,2006-04-01 12:00:00,2006_0043,906291.40345,-1956570.39747,-20.14618,70.28382,-0.1043560082515671,-0.2093918530000337,206.49059355315237,0.23395539010886,0.09399999678134918,-7.901000022888184
12,2006-04-01 12:00:00,2006_0052,853521.95,-1226785.65,-10.17218,76.2674,-0.030197425126214594,-0.199828840625089,188.59331564210913,0.2020976249979711,2.9649999141693115,-5.234000205993652
14,2006-04-03 12:00:00,2006_0114,857833.7,-1545938.4,-15.97432,73.7839,-0.013800078129055274,-0.18293687795613234,184.31400988053747,0.1834566528439481,2.9519999027252197,-2.628000020980835
16,2006-04-03 12:00:00,2006_0116,864700.9,-1627539.1,-17.01859,73.10543,-0.011423055142973038,-0.16055655387894185,184.06954348513023,0.16096239679590063,2.6429998874664307,-1.524999976158142
18,2006-04-03 12:00:00,2006_0120,837959.1,-1550855.55,-16.61674,73.83128,0.0020969065890201893,-0.13863201324679958,179.13342716751362,0.13864787093245928,2.5859999656677246,-1.930999994277954
20,2006-04-06 12:00:00,2006_0165,755093.35,-1988418.9,-24.20594,70.54689,-0.005353383290613057,0.003587685482986827,303.8288707645073,0.00644439289468368,3.937000036239624,-0.47099998593330383
21,2006-04-07 12:00:00,2006_0165,754550.9013,-1988293.3186,-24.21841,70.54967,0.005487465394438867,-0.003678111818196265,123.83296537637,0.006606117089661607,1.840999960899353,0.06599999964237213
23,2006-04-11 12:00:00,2006_0227,668213.85,-1378411.2,-19.13724,75.92748,0.0069178798570912695,-0.015700367832688338,156.22080032312,0.017156882344961856,4.4019999504089355,-4.452000141143799
24,2006-04-12 12:00:00,2006_0227,669343.4232,-1379371.11648,-19.11489,75.91515,-0.0038170605813358355,0.009556524292997193,338.2272769740259,0.010290632052708588,2.1029999256134033,-4.650000095367432
26,2006-04-13 12:00:00,2006_0247,755115.5,-1988419.35,-24.20539,70.54682,-0.0028507020689690363,0.0013122668148368983,294.71808569195696,0.0031382393916568126,0.7039999961853027,-0.546999990940094
28,2006-04-18 12:00:00,2006_0276,755107.87448,-1988441.12532,-24.20579,70.54666,0.00034368775184734395,0.0001396938819113097,67.88043103203944,0.0003709927915921446,-0.4059999883174896,-0.1469999998807907
29,2006-04-19 12:00:00,2006_0276,755131.35,-1988419.3,-24.205,70.54677,-0.003384912047026638,0.0036452689335702854,317.12093210006174,0.004974496473429116,1.055999994277954,0.09300000220537186
30,2006-04-20 12:00:00,2006_0276,754746.12948,-1988228.69523,-24.21288,70.5496,-0.005619283301854988,0.001658511668338666,286.4437795303045,0.005858925309348276,0.531000018119812,-0.5080000162124634
31,2006-04-21 12:00:00,2006_0276,754241.37211,-1988267.03219,-24.22596,70.55088,-0.005543562165701502,0.0016347870705721163,286.43069870584225,0.00577958564700852,5.081999778747559,-0.7110000252723694
33,2006-04-19 12:00:00,2006_0279,874462.75,-1829644.45,-19.45494,71.43762,-0.039374184288044574,-0.2059419491937176,190.82379745727297,0.2096721555811755,4.3420000076293945,-1.406000018119812
35,2006-04-19 12:00:00,2006_0283,902167.2,-2065895.75,-21.40933,69.40567,-0.16792179323932963,-0.1843361888353588,222.3320809567821,0.24935428442089624,2.1459999084472656,0.1809999942779541
37,2006-04-28 12:00:00,2006_0312,754845.5,-1988410.75,-24.21211,70.54775,0.00739052327426992,-0.0030451621378258507,112.39342761644184,0.007993300114043854,7.544000148773193,2.5339999198913574
38,2006-04-29 12:00:00,2006_0312,755535.85,-1988430.1,-24.19492,70.54539,-0.004960846951697265,0.002442233898693756,296.21110641234736,0.005529422112128261,4.263000011444092,-0.9120000004768372
39,2006-04-30 12:00:00,2006_0312,755060.23289,-1988385.09055,-24.20646,70.54728,-0.005108064386038989,0.0025134306000676523,296.1995603858061,0.005692947843892153,6.466000080108643,0.6570000052452087
41,2006-04-29 12:00:00,2006_0323,668673.7,-1378748.2,-19.12726,75.9229,-0.001834346845060264,0.002100954885543957,318.87574075796647,0.0027890571487643573,3.2799999713897705,-2.4000000953674316
43,2006-05-06 12:00:00,2006_0354,754867.4,-1988432.4,-24.21176,70.5475,-0.0004021016899920863,-0.000838348890290518,205.6240187489812,0.0009297927892524413,3.055000066757202,0.9670000076293945
44,2006-05-07 12:00:00,2006_0354,754860.62782,-1988512.44814,-24.2127,70.54685,-0.04714035126425845,0.029120483490734518,301.7052867002394,0.05540952333355535,-1.2979999780654907,0.17900000512599945
46,2006-05-07 12:00:00,2006_0361,743588.06973,-1572419.33974,-19.6908,74.04311,-0.0013708078979291,0.0029808191326670674,335.3034225286453,0.0032809140486606543,2.3480000495910645,0.4819999933242798
47,2006-05-08 12:00:00,2006_0361,743370.9,-1572237.15,-19.6947,74.04545,0.0010548243010028344,-0.0006333597945637417,120.98233337155364,0.00123036536661105,0.12700000405311584,-1.4509999752044678
48,2006-05-09 12:00:00,2006_0361,743476.68218,-1572247.66565,-19.6917,74.04495,0.0011005451019961818,-0.0006608910268261463,120.98534045200836,0.001283735358579448,-0.4350000023841858,-1.3309999704360962
49,2006-05-10 12:00:00,2006_0361,743587.05291,-1572258.63745,-19.68857,74.04444,-0.00044284328061253717,0.00022955967406442307,297.401174848281,0.0004988063904364483,0.8629999756813049,-1.0049999952316284
50,2006-05-11 12:00:00,2006_0361,743543.9847,-1572257.06593,-19.68983,74.04461,-0.0002824242390549259,-4.803718479411382e-05,260.3470127811784,0.0002864804040919689,1.4600000381469727,-0.4869999885559082
52,2006-05-08 12:00:00,2006_0371,332459.9,-653797.4,-18.0464,83.23666,0.026326716217411186,-0.04811066628780246,151.3120084078388,0.05484279531030847,2.5460000038146973,1.2050000429153442
54,2006-05-09 12:00:00,2006_0385,754826.7,-1988410.9,-24.21258,70.54781,0.004495187418475694,-0.0014495474827639734,107.8727742556577,0.004723123736682064,-1.4079999923706055,0.5479999780654907
55,2006-05-10 12:00:00,2006_0385,755234.25,-1988390.15,-24.20213,70.54668,0.002259167818550342,-0.0016900311327574945,126.79931175654684,0.002821355075502389,-1.340999960899353,0.08799999952316284
56,2006-05-11 12:00:00,2006_0385,755468.57035,-1988457.34663,-24.19686,70.54537,-0.006577946027103072,0.0028005809110176767,293.0620300596918,0.007149309573283121,-0.47099998593330383,0.15299999713897705
57,2006-05-12 12:00:00,2006_0385,754851.35,-1988433.0,-24.21218,70.54755,-0.0013070585792474827,0.0009660080933311724,306.46700379190384,0.0016252919017720401,0.9829999804496765,0.3790000081062317
58,2006-05-13 12:00:00,2006_0385,754716.15,-1988395.05,-24.21522,70.5483,0.003818944173063301,0.0022488191127343813,59.50791911095837,0.004431875675013187,-1.6440000534057617,-0.12999999523162842
59,2006-05-14 12:00:00,2006_0385,754955.68486,-1988096.30893,-24.20633,70.55004,0.00400234170377277,0.0023559779732975888,59.51681058621824,0.004644283725659117,-2.2799999713897705,-0.3140000104904175
60,2006-05-15 12:00:00,2006_0385,755206.7,-1987783.25,-24.19702,70.55186,-0.008274185327264101,-0.007059301090276615,229.53012635440956,0.010876390702484586,-1.4299999475479126,-1.2230000495910645
61,2006-05-16 12:00:00,2006_0385,754755.03395,-1988607.3081,-24.21627,70.54639,-0.004028941998095482,0.00952712388883575,337.07689953674065,0.010344006149323503,-1.0770000219345093,-0.49000000953674316
62,2006-05-17 12:00:00,2006_0385,754137.5,-1987961.25,-24.22566,70.55378,0.006029046233724059,-0.008795793540121173,145.57144646165995,0.010663741486402397,-0.14800000190734863,0.04699999839067459
63,2006-05-18 12:00:00,2006_0385,754894.09024,-1988487.03702,-24.21162,70.54696,0.00211894318612788,-0.0007124352478501872,108.58377542710622,0.0022355053586196405,1.2549999952316284,-0.5400000214576721
