,date,floe_id,x,y,longitude,latitude,u,v,bearing,speed,u_wind,v_wind
0,2003-04-01 12:00:00,2003_0001,668673.7,-1378748.2,-19.12726,75.9229,0.0005650576735044796,-0.0012681952221873258,155.9841364469989,0.0013883836991138493,1.649999976158142,-3.4089999198913574
1,2003-04-02 12:00:00,2003_0001,668765.44181,-1378825.48497,-19.12543,75.92191,-0.0005650172709301886,0.0012682132232064362,335.985961781552,0.0013883836991138495,1.7369999885559082,-1.1820000410079956
2,2003-04-03 12:00:00,2003_0001,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,1.215999960899353,-2.3329999446868896
3,2003-04-04 12:00:00,2003_0001,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.3319999873638153,1.680999994277954
4,2003-04-05 12:00:00,2003_0001,668673.7,-1378748.2,-19.12726,75.9229,-6.754721635662096e-05,0.0005960395872109248,353.53444154258625,0.0005998548290712494,0.5920000076293945,-0.9890000224113464
6,2003-04-01 12:00:00,2003_0004,753774.2,-1578549.6,-19.47503,73.95334,-0.0013406024763079373,-0.0028638879140319893,205.08456546671874,0.0031621304501271725,-0.2919999957084656,-4.019000053405762
7,2003-04-02 12:00:00,2003_0004,753776.3,-1578822.8,-19.47882,73.9511,-0.0019063858436461174,0.00291094391289978,326.77909131573904,0.0034796409942553846,0.8230000138282776,-0.6880000233650208
9,2003-04-01 12:00:00,2003_0034,824864.7,-1407780.65,-14.63256,75.02034,-0.09783496313121423,-0.2773397043542579,199.43091540683906,0.29409010799786045,2.0290000438690186,-11.572999954223633
10,2003-04-02 12:00:00,2003_0034,829685.4,-1432728.55,-14.9251,74.8026,-0.04934794846823132,-0.12823983722164828,201.04721502926503,0.13740697168869584,1.8869999647140503,-6.7170000076293945
11,2003-04-03 12:00:00,2003_0034,831548.25,-1444453.45,-15.07167,74.702,-0.08002648828039029,-0.19934009883851045,201.87334131508706,0.2148038962203399,1.88100004196167,-8.322999954223633
13,2003-04-01 12:00:00,2003_0050,853424.8804,-1659234.57874,-17.78106,72.89879,-0.010875871644764917,-0.2067057628027376,183.0118534738533,0.20699168331093648,0.14100000262260437,-8.975000381469727
14,2003-04-02 12:00:00,2003_0050,860758.0,-1675546.1,-17.80962,72.73746,-0.004660222941851394,-0.14677929503083612,181.81852242710454,0.14685325712294225,-0.17399999499320984,-4.538000106811523
16,2003-04-01 12:00:00,2003_0051,744369.55756,-1665622.34441,-20.92005,73.27359,-0.002442191566415475,-0.00026765663157001505,263.7455221630602,0.0024568149542638085,-0.25099998712539673,-0.8519999980926514
17,2003-04-02 12:00:00,2003_0051,744186.35,-1665729.55,-20.92668,73.27338,-0.00044834654106266583,-0.0004956425967135265,222.1317463263727,0.0006683383907570955,-0.20900000631809235,0.3149999976158142
19,2003-04-01 12:00:00,2003_0054,866365.40247,-1644658.63706,-17.22092,72.96162,-0.024543994216816425,-0.32566687690699536,184.30996799411878,0.3265904505132861,0.27900001406669617,-9.782999992370605
20,2003-04-02 12:00:00,2003_0054,877603.15,-1670541.75,-17.28524,72.70743,-0.04335618282590687,-0.19961925128938968,192.2540004174225,0.20427335625227772,-0.010999999940395355,-5.195000171661377
21,2003-04-03 12:00:00,2003_0054,882308.05,-1687552.3,-17.39794,72.55166,-0.05157096505871139,-0.2566504690175736,191.36162808975791,0.26178049523222185,1.75600004196167,-6.322000026702881
23,2003-04-02 12:00:00,2003_0058,741630.2,-769788.85,-1.0673,80.1558,-0.06280391363662931,-0.2651504392126089,193.32557996773403,0.2724868565320474,-0.3440000116825104,-10.614999771118164
24,2003-04-03 12:00:00,2003_0058,753617.0,-790051.7,-1.35204,79.94573,-0.10775615254738295,-0.30357234709573744,199.54284578268994,0.322129722833876,-1.5809999704360962,-12.401000022888184
25,2003-04-04 12:00:00,2003_0058,764983.90563,-815456.70204,-1.82873,79.70507,-0.05002581153886328,-0.2645665833102005,190.70740959635862,0.2692546356602893,1.559000015258789,-10.013999938964844
27,2003-04-02 12:00:00,2003_0061,746579.3,-642231.7,4.29683,80.92722,-0.05756155813128283,-0.1835734703756993,197.4094122154341,0.1923864652211241,-1.0290000438690186,-8.595999717712402
28,2003-04-03 12:00:00,2003_0061,755360.0,-656345.4,4.01214,80.78159,-0.1173080862014786,-0.21118561874097713,209.05102617196928,0.24157928853952462,-2.8489999771118164,-10.039999961853027
30,2003-04-02 12:00:00,2003_0066,797273.1,-754499.2,1.57904,79.89219,-0.1213613425777691,-0.2899731630883053,202.71058358374438,0.31434536863729284,-1.5889999866485596,-10.640000343322754
31,2003-04-03 12:00:00,2003_0066,808262.8,-779335.9,1.04391,79.66223,-0.1407641315751083,-0.3335232878061678,202.88226806031963,0.3620114973963261,-2.4760000705718994,-12.241999626159668
33,2003-04-02 12:00:00,2003_0068,840382.25,-1731737.4,-19.1135,72.36581,-0.08295982097912039,-0.14969433400921411,208.99499208348442,0.17114533452989555,-1.6369999647140503,-3.2850000858306885
34,2003-04-03 12:00:00,2003_0068,839580.4,-1746502.6,-19.32543,72.24901,-0.08460938186768684,-0.1753541896545295,205.75757037102397,0.19469935626351917,1.7489999532699585,-4.235000133514404
36,2003-04-02 12:00:00,2003_0070,842772.75,-1549905.05,-16.46453,73.81807,-0.061916893971315355,-0.13407582925840358,204.78773097819226,0.14768219171715896,1.312999963760376,-5.677999973297119
37,2003-04-03 12:00:00,2003_0070,843606.7758,-1562637.50462,-16.63706,73.71311,-0.052154059710700904,-0.2104356884884136,193.91962302563917,0.2168022715146223,1.4529999494552612,-6.993000030517578
38,2003-04-04 12:00:00,2003_0070,848278.85811,-1580777.20806,-16.781,73.54849,-0.004883156563939853,-0.046126974466578444,186.0430160835714,0.04638472799821433,1.562000036239624,1.9290000200271606
40,2003-04-02 12:00:00,2003_0073,857688.55,-1687677.7,-18.06003,72.65251,0.0008725914059429032,-0.15114384848238926,179.66922074664325,0.15114636730609562,-0.19900000095367432,-4.151000022888184
41,2003-04-03 12:00:00,2003_0073,863672.15,-1699285.25,-18.05776,72.53462,-0.03350492107305299,-0.24180784727034485,187.88868054022646,0.24411803443750307,1.8329999446868896,-5.613999843597412
43,2003-04-02 12:00:00,2003_0075,855024.3,-1615355.85,-17.10728,73.24374,-0.021361016055201888,-0.1629124557236813,187.4699853487577,0.16430691171350953,0.9950000047683716,-5.0970001220703125
45,2003-04-02 12:00:00,2003_0076,828509.4,-1563035.4,-17.07353,73.77441,-0.039523822415433174,-0.10998544417553968,199.76615526387758,0.11687142708471328,1.3700000047683716,-4.604000091552734
46,2003-04-03 12:00:00,2003_0076,829942.7,-1573030.85,-17.18354,73.68834,-0.04939098491319963,-0.17969591065065618,195.36872444218065,0.1863601075747289,1.4730000495910645,-6.138999938964844
47,2003-04-04 12:00:00,2003_0076,833413.3645,-1588753.86556,-17.31979,73.54778,-0.008551325103650653,-0.06790341693144106,187.1776814674941,0.06843974862602464,1.5540000200271606,2.4040000438690186
49,2003-04-02 12:00:00,2003_0077,860823.3,-1734275.35,-18.60208,72.264,-0.08898491390022494,-0.153880679956566,210.0395997261508,0.17775707739981986,-1.6130000352859497,-3.9509999752044678
51,2003-04-02 12:00:00,2003_0081,796910.25,-1577955.6,-18.20498,73.78592,-0.0421558622788751,-0.1224400062141573,198.99848855922608,0.12949390659872131,0.9789999723434448,-1.7430000305175781
52,2003-04-03 12:00:00,2003_0081,798428.0,-1589040.45,-18.32234,73.69011,-0.03284899132962796,-0.1326259949410982,193.91114357909169,0.13663349064372973,0.9570000171661377,-4.197999954223633
53,2003-04-04 12:00:00,2003_0081,801036.68208,-1600553.74479,-18.41259,73.58636,-0.0342036585892862,-0.13903980004515162,193.82028814992037,0.1431850420172729,1.2910000085830688,3.193000078201294
55,2003-04-02 12:00:00,2003_0082,851965.15,-1740490.9,-18.91838,72.24904,-0.08413442685599945,-0.14991194021862658,209.30225825639852,0.1719075088601443,-1.6369999647140503,-3.2850000858306885
57,2003-04-02 12:00:00,2003_0085,736325.25,-1667375.65,-21.1734,73.28864,6.951325034337127e-05,-5.0308795871239605e-05,125.89437187493945,8.58083149544044e-05,-0.2639999985694885,0.14499999582767487
58,2003-04-03 12:00:00,2003_0085,736332.5,-1667377.2,-21.17321,73.2886,0.0005251565499857843,-0.0006397448453293268,140.61796203010482,0.0008276852476143426,1.5829999446868896,-1.4479999542236328
59,2003-04-04 12:00:00,2003_0085,736396.33557,-1667409.43332,-21.17178,73.2881,-0.00027601532418694834,0.0002684584308766566,314.2048279829597,0.00038503816472498255,1.9470000267028809,0.8700000047683716
60,2003-04-05 12:00:00,2003_0085,736365.15,-1667397.85,-21.17254,73.28831,-0.0016484032760885284,0.0007397515833039495,294.1690441407293,0.0018067832647055632,2.3480000495910645,2.7039999961853027
62,2003-04-03 12:00:00,2003_0089,756547.9,-852208.95,-3.40288,79.50851,-0.11498101649893187,-0.3098079200464551,200.36172640894694,0.33045662571453815,-1.184999942779541,-12.920999526977539
63,2003-04-04 12:00:00,2003_0089,766889.21322,-878821.77921,-3.89057,79.26305,-0.05681520825815943,-0.22439991000199005,194.2079909260774,0.2314806417355872,2.0239999294281006,-10.17300033569336
65,2003-04-03 12:00:00,2003_0091,812683.8,-1575573.2,-17.71523,73.74021,-0.037988560955920445,-0.12382026610424873,197.0562263240352,0.12951675205018326,1.2269999980926514,-5.163000106811523
66,2003-04-04 12:00:00,2003_0091,814670.90923,-1586585.60361,-17.82001,73.64332,-0.03957124553261501,-0.1298304685434144,196.95078478997368,0.13572705712276023,1.003999948501587,2.99399995803833
68,2003-04-03 12:00:00,2003_0093,754762.95,-1988398.5,-24.21407,70.54812,0.00040793810021108574,-0.00019030373870143697,115.00912233611098,0.0004501433178084227,-0.6230000257492065,-1.2799999713897705
69,2003-04-04 12:00:00,2003_0093,754801.73678,-1988401.36411,-24.21312,70.54797,0.032530654564843636,-0.01946884794012446,120.89954977749835,0.03791146959078308,-2.134000062942505,-0.6140000224113464
70,2003-04-05 12:00:00,2003_0093,758026.4,-1988976.5,-24.13746,70.53285,-0.02606794209810092,0.015334609050200433,300.46640294953227,0.03024380663792888,-0.8029999732971191,-0.8309999704360962
71,2003-04-06 12:00:00,2003_0093,755449.9578,-1988540.54848,-24.19817,70.54472,-0.026858815408667625,0.015761589669360684,300.40573855255263,0.031141992133808315,0.9100000262260437,-0.3659999966621399
72,2003-04-07 12:00:00,2003_0093,752797.0,-1988091.65,-24.26068,70.55695,0.02603432132837395,-0.010790670772147414,112.51296367518012,0.02818198826807476,1.1799999475479126,0.6079999804496765
74,2003-04-03 12:00:00,2003_0094,849472.75,-1459235.55,-14.7948,74.50447,-0.059095919974088515,-0.16181157874872323,200.06292186197155,0.1722652454058512,1.6950000524520874,-8.710000038146973
75,2003-04-04 12:00:00,2003_0094,852093.67098,-1473886.68685,-14.96508,74.37756,-0.062037505680751365,-0.1714600635826828,199.89108556766791,0.18233816253013763,1.5829999446868896,-0.5400000214576721
76,2003-04-05 12:00:00,2003_0094,854867.84585,-1489394.524,-15.14533,74.24323,0.17469652483959988,0.10333423864948818,59.395382999793526,0.20297004869759064,3.6559998989105225,10.6899995803833
77,2003-04-06 12:00:00,2003_0094,863514.16673,-1474137.59433,-14.6392,74.32356,-0.018968957711164892,-0.0983898059927379,190.91239063187368,0.10020167303960831,0.0729999989271164,-1.5479999780654907
78,2003-04-07 12:00:00,2003_0094,866396.71657,-1482301.04374,-14.69361,74.24649,-0.023043225655958784,-0.10273153047741276,192.6424918438987,0.1052841754627115,3.691999912261963,2.1530001163482666
80,2003-04-03 12:00:00,2003_0098,887082.4,-1812639.7,-18.92347,71.52596,-0.0003939972372846712,-0.2500538521706748,180.09027799395494,0.25005416257126506,1.8700000047683716,-5.840000152587891
