,date,floe_id,x,y,longitude,latitude,u,v,bearing,speed,u_wind,v_wind
0,2007-04-01 12:00:00,2007_0003,726001.43615,-878775.08171,-5.43699,79.5057,-0.02208785778723521,-0.16555714857043058,187.59925801972628,0.16702407881620168,1.184999942779541,-5.132999897003174
2,2007-04-01 12:00:00,2007_0006,734123.17808,-897254.4759,-5.71033,79.32779,-0.04243565585206836,-0.21513159262878334,191.15859273359786,0.21927696421327975,0.7009999752044678,-5.204999923706055
4,2007-04-01 12:00:00,2007_0012,739388.40317,-878243.13796,-4.90421,79.43092,-0.03414867910427549,-0.1826215248613626,190.5915091602905,0.18578684998475015,1.2369999885559082,-5.380000114440918
6,2007-04-01 12:00:00,2007_0016,753265.65,-1988279.35,-24.25066,70.55389,5.160042170110218e-06,-1.954897594895548e-06,110.7493445465463,5.517939815170528e-06,-1.2669999599456787,0.11100000143051147
7,2007-04-02 12:00:00,2007_0016,753266.12675,-1988279.35,-24.25064,70.55388,5.585724910934364e-06,-2.116170129087e-06,110.74935656056988,5.973148147825634e-06,-2.068000078201294,0.6990000009536743
8,2007-04-03 12:00:00,2007_0016,753266.64283,-1988279.35,-24.25063,70.55388,0.009576216250678782,-0.011806742331889638,140.95517185103324,0.015202074929804785,2.180000066757202,-0.008999999612569809
9,2007-04-04 12:00:00,2007_0016,754401.76567,-1988940.16117,-24.22834,70.54472,-0.010053772830496233,0.012021062649674329,320.0926952153934,0.015671129357982448,1.503999948501587,-0.19599999487400055
10,2007-04-05 12:00:00,2007_0016,753221.23986,-1988277.11083,-24.25175,70.55404,-0.0001419917573995313,0.00010838266084475456,307.35458388371427,0.00017862939383314397,0.4620000123977661,-0.5699999928474426
11,2007-04-06 12:00:00,2007_0016,753206.45,-1988272.7,-24.25208,70.55412,-3.7865598768958844e-05,1.929510865490211e-05,297.0019489280687,4.249829159079522e-05,-0.03500000014901161,-0.1860000044107437
13,2007-04-03 12:00:00,2007_0065,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,6.045000076293945,-7.827000141143799
14,2007-04-04 12:00:00,2007_0065,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,5.0320000648498535,-6.0
15,2007-04-05 12:00:00,2007_0065,668673.7,-1378748.2,-19.12726,75.9229,0.00233532703207476,-0.004670118668359514,153.43232146220987,0.005221471126349272,3.4560000896453857,-5.034999847412109
16,2007-04-06 12:00:00,2007_0065,669031.32376,-1379023.20569,-19.11972,75.91923,-0.0022220659092558313,0.004445084918451377,333.4398630998608,0.004969542920362075,2.381999969482422,-1.875
17,2007-04-07 12:00:00,2007_0065,668690.95481,-1378761.46862,-19.1269,75.92272,-0.0006340922055670897,-0.0006691800699192763,223.45780421275902,0.0009218865934257336,1.440999984741211,-0.33899998664855957
18,2007-04-08 12:00:00,2007_0065,668666.89102,-1378837.39764,-19.12894,75.9222,0.0005213856709586805,0.0008945257300106522,30.236313313984624,0.001035383648476314,0.7960000038146973,0.8659999966621399
20,2007-04-05 12:00:00,2007_0080,740032.30283,-1570456.86109,-19.7692,74.07295,-9.678982392021897e-05,0.0003445078875641612,344.3072408451528,0.00035784627231316484,2.0810000896453857,-1.5759999752044678
21,2007-04-06 12:00:00,2007_0080,740012.05,-1570433.5,-19.76948,74.07322,0.0009808439733120958,-0.00016535182303627685,99.56901715706454,0.0009946839323946475,2.4030001163482666,-1.1380000114440918
22,2007-04-07 12:00:00,2007_0080,740094.8,-1570410.3,-19.76668,74.07309,-7.668812282206447e-05,-0.00016006472373557168,205.5994052237209,0.00017748741917814043,3.134000062942505,-0.5690000057220459
23,2007-04-08 12:00:00,2007_0080,740094.70202,-1570425.6346,-19.7669,74.07297,-7.984220856506908e-05,-0.00016664936110487262,205.59922071760616,0.00018478849483993915,1.2089999914169312,0.19200000166893005
24,2007-04-09 12:00:00,2007_0080,740094.6,-1570441.6,-19.76713,74.07284,0.00025969880746570107,-1.2507983026940794e-05,92.75742992346761,0.000259999846612473,1.8880000114440918,-4.164999961853027
25,2007-04-10 12:00:00,2007_0080,740115.3577,-1570433.0123,-19.76638,74.07282,-0.0017892921865888013,-0.00028141809850302797,261.0617972313661,0.0018112875738415459,0.21199999749660492,-2.322999954223633
27,2007-04-05 12:00:00,2007_0087,744256.45,-1665446.05,-20.92103,73.27546,-5.601458900881569e-05,4.9118529961870076e-05,311.24714003111023,7.450009508344042e-05,1.4179999828338623,-1.1089999675750732
28,2007-04-06 12:00:00,2007_0087,744250.3,-1665444.15,-20.92119,73.2755,0.0008146060169325295,-0.0006479982595627916,128.50135160527134,0.001040905714855619,2.052000045776367,-0.21199999749660492
29,2007-04-07 12:00:00,2007_0087,744337.4,-1665466.55,-20.91898,73.275,-0.001634441792668825,0.0008679672988135853,297.97045428127126,0.0018506126567794338,1.8270000219345093,0.12399999797344208
30,2007-04-08 12:00:00,2007_0087,744177.87533,-1665455.70427,-20.92341,73.27567,0.002226793740177248,-0.0014565074872205338,123.1880088805571,0.00266083152822986,0.375,-0.7149999737739563
31,2007-04-09 12:00:00,2007_0087,744404.87041,-1665492.10939,-20.91737,73.27453,-0.00022016162352004698,0.00028913666779500593,322.7127284009421,0.0003634159505780979,1.9190000295639038,-3.9739999771118164
32,2007-04-10 12:00:00,2007_0087,744377.3104,-1665477.0644,-20.91796,73.27476,-0.0023622590336258775,-0.0002669880131704372,263.5516618808748,0.002377298959139082,-0.37400001287460327,-0.5059999823570251
33,2007-04-11 12:00:00,2007_0087,744200.38824,-1665581.40589,-20.92438,73.27455,0.0014123894561490736,0.0010919930622220924,52.29049193943081,0.0017852990852465754,-0.9190000295639038,-4.307000160217285
34,2007-04-12 12:00:00,2007_0087,744273.31439,-1665445.48389,-20.92055,73.27541,0.0005576435429689528,8.571505529721162e-06,89.11937935081545,0.0005577094151276383,0.7770000100135803,-1.3380000591278076
35,2007-04-13 12:00:00,2007_0087,744317.0,-1665425.15,-20.91903,73.27541,-0.00011459415466197277,-5.528417954463451e-05,244.24573267007705,0.0001272327033062472,-0.6439999938011169,-1.8309999704360962
36,2007-04-14 12:00:00,2007_0087,744309.90971,-1665433.5507,-20.91934,73.27537,-0.00012636122909948747,-6.0962017808810345e-05,244.2453666924971,0.00014029799654611917,0.6549999713897705,-1.2580000162124634
37,2007-04-15 12:00:00,2007_0087,744302.09134,-1665442.81406,-20.91968,73.27532,0.0014418347302397722,-9.716466747240949e-05,93.85531066721552,0.0014451049657137783,2.4140000343322754,-1.1009999513626099
38,2007-04-16 12:00:00,2007_0087,744419.25,-1665399.65,-20.91577,73.27524,0.0012713072540611293,-0.0004883637167959743,111.01392691020925,0.001361881512508055,4.4070000648498535,-1.3070000410079956
39,2007-04-17 12:00:00,2007_0087,744536.74766,-1665393.34763,-20.91232,73.27487,-0.00042595376111335503,0.00039134553560430275,312.57528070915987,0.0005784357655297879,5.256999969482422,-3.0999999046325684
40,2007-04-18 12:00:00,2007_0087,744489.35,-1665377.5,-20.91347,73.27517,0.000592465332403486,-0.0002711045538885265,114.58822611908204,0.0006515465058144891,4.86299991607666,-2.1659998893737793
41,2007-04-19 12:00:00,2007_0087,744545.64146,-1665377.99292,-20.91187,73.27496,-0.002246671241754022,0.001886732122185111,310.02320526409056,0.0029338182918186486,1.9290000200271606,-2.384999990463257
42,2007-04-20 12:00:00,2007_0087,744301.9,-1665308.4,-20.91796,73.27643,0.0008183122227615408,-0.0016897198434731985,154.15961766052362,0.0018774418881414212,1.8949999809265137,-1.0230000019073486
43,2007-04-21 12:00:00,2007_0087,744426.01952,-1665412.83537,-20.91574,73.27511,-0.0017973857451554856,0.0006181367175741236,288.9785428428023,0.00190070737319069,1.5429999828338623,-1.3040000200271606
44,2007-04-22 12:00:00,2007_0087,744262.45,-1665427.45,-20.92062,73.2756,-0.0005396695854876734,-0.0006273610461092566,220.70283218466,0.0008275416265516425,0.781000018119812,-1.6490000486373901
45,2007-04-23 12:00:00,2007_0087,744241.99535,-1665495.96131,-20.92209,73.27511,-0.0005922649815263551,-0.0006885385130439545,220.70135970685382,0.0009082197378868143,0.7139999866485596,-1.6180000305175781
46,2007-04-24 12:00:00,2007_0087,744219.54656,-1665571.15188,-20.9237,73.27457,0.003010070228480546,0.001001909855637429,71.58984170582193,0.0031724353640710063,-0.03999999910593033,-1.5440000295639038
48,2007-04-05 12:00:00,2007_0091,844480.15,-1348043.75,-12.93496,75.39212,-0.10555875758897867,-0.3191624422755847,198.30095015402293,0.3361656077933088,4.573999881744385,-9.60099983215332
49,2007-04-06 12:00:00,2007_0091,851390.6,-1376254.4,-13.25787,75.14136,-0.08843952122278921,-0.19394006873617298,204.51368281053837,0.213153229333988,3.944999933242798,-6.26800012588501
50,2007-04-07 12:00:00,2007_0091,853707.86262,-1394524.4717,-13.52257,74.98887,-0.09607439570058823,-0.21331776800356345,204.24592446164857,0.23395461024578107,0.9290000200271606,0.8370000123977661
52,2007-04-05 12:00:00,2007_0101,824483.6,-1288757.05,-12.39088,75.9449,0.09867414104761198,-0.25341045821752206,158.72482539763888,0.27194382957790847,4.184000015258789,-10.588000297546387
53,2007-04-06 12:00:00,2007_0101,843464.29208,-1302605.97948,-12.07653,75.7455,0.07335990173789252,-0.21823301134121045,161.41972291745634,0.2302331913996028,2.8420000076293945,-7.882999897003174
54,2007-04-07 12:00:00,2007_0101,859032.95,-1314988.0,-11.8449,75.57395,-0.04754221695013375,-0.3142551327144413,188.6027799945698,0.31783100986200935,0.8679999709129333,1.0399999618530273
55,2007-04-08 12:00:00,2007_0101,870443.48727,-1339965.67304,-11.99212,75.32711,-0.0693470324622228,-0.3378681258954928,191.59880665537736,0.3449114109556962,1.9869999885559082,2.562000036239624
56,2007-04-09 12:00:00,2007_0101,881321.3,-1367709.75,-12.20318,75.06184,0.12920349809460305,0.18907543555842424,34.34650031139927,0.22900450705497027,-0.6740000247955322,-5.169000148773193
58,2007-04-06 12:00:00,2007_0130,780060.35,-745341.35,1.30396,80.06432,-0.005116649601325712,-0.18277940072378335,181.60349516547126,0.18285100336636964,1.11899995803833,-8.625
59,2007-04-07 12:00:00,2007_0130,791172.88062,-756570.72173,1.28115,79.91962,-0.005534960741741965,-0.20061888589407104,181.58035701191005,0.20069522457644806,2.2060000896453857,-8.572999954223633
60,2007-04-08 12:00:00,2007_0130,803369.87044,-768895.95507,1.2561,79.7608,0.07319417224870405,-0.07505379953167003,135.7186823903756,0.1048353932377471,1.8949999809265137,-0.7070000171661377
62,2007-04-06 12:00:00,2007_0132,760732.8,-722345.8,1.48288,80.33798,-0.03507142238154823,-0.18881761419990492,190.5223371947397,0.1920471194785517,1.2450000047683716,-8.145999908447266
63,2007-04-07 12:00:00,2007_0132,770476.54986,-735776.46308,1.32258,80.18837,-0.03790439128942075,-0.20735275882906629,190.3593730339573,0.21078877928639,2.250999927520752,-8.394000053405762
64,2007-04-08 12:00:00,2007_0132,781171.18117,-750517.80929,1.14665,80.02415,0.04396769599401348,-0.08241941478001205,151.92173591903122,0.09341369398381405,1.7430000305175781,-0.3400000035762787
66,2007-04-06 12:00:00,2007_0135,816000.65,-1458612.7,-15.77578,74.6599,-0.05903424261694934,-0.1537845512360422,201.00061185838896,0.16472622742061366,3.444999933242798,-2.6059999465942383
67,2007-04-07 12:00:00,2007_0135,818036.4,-1472698.7,-15.94925,74.53929,-0.05964601698543074,-0.07400976553724499,218.86606693090968,0.09505310482621948,1.8680000305175781,1.3049999475479126
68,2007-04-08 12:00:00,2007_0135,816636.37645,-1480791.07542,-16.12383,74.48122,-0.04973743897631259,-0.08334234542247274,210.82810738621464,0.0970554448572628,1.0119999647140503,2.5230000019073486
