,date,floe_id,x,y,longitude,latitude,u,v,bearing,speed,u_wind,v_wind
0,2013-04-01 12:00:00,2013_0001,802911.9798,-1671440.31955,-19.34171,73.00327,-0.04979779052356348,-0.05777740602273094,220.75773483181356,0.07627613380176143,0.7369999885559082,-0.3050000071525574
1,2013-04-02 12:00:00,2013_0001,801195.25,-1677803.05,-19.47429,72.9581,-0.006934187818398085,-0.049346730029947786,187.99881265701413,0.04983154347749396,1.5210000276565552,0.35100001096725464
2,2013-04-03 12:00:00,2013_0001,802491.84967,-1681908.61805,-19.49267,72.91958,-0.007019705535295705,-0.05007212727074363,187.98039254845844,0.050561785918021226,0.35199999809265137,-0.7760000228881836
3,2013-04-04 12:00:00,2013_0001,803807.45,-1686074.35,-19.51132,72.88049,-0.047902952415697225,-0.10844923820556111,203.83145600252658,0.11855770796328297,-1.0140000581741333,-5.436999797821045
4,2013-04-05 12:00:00,2013_0001,804103.68907,-1696313.45145,-19.63764,72.79581,-0.02788384536785503,-0.1002594184509366,195.5421513981654,0.1040646905564921,0.5350000262260437,-4.822999954223633
5,2013-04-06 12:00:00,2013_0001,805637.2,-1705172.9,-19.71083,72.71756,0.007481966452848693,-0.008247618108974331,137.78672401531992,0.011135664617481732,2.075000047683716,3.819999933242798
7,2013-04-01 12:00:00,2013_0008,903416.19752,-1635895.25779,-16.09055,72.87236,-0.03346494409486308,-0.19576086327739403,189.7008323412171,0.198600649733033,2.1689999103546143,0.8040000200271606
8,2013-04-02 12:00:00,2013_0008,909061.7,-1652099.05,-16.17836,72.71957,-0.06681658486679204,-0.18134298530656354,200.2265317201111,0.1932607935747904,2.4260001182556152,-4.3429999351501465
9,2013-04-03 12:00:00,2013_0008,911557.19027,-1668609.25294,-16.35088,72.57797,-0.06723675269509588,-0.1842054191940996,200.0525692538646,0.19609287945628073,0.9890000224113464,-0.7799999713897705
11,2013-04-01 12:00:00,2013_0050,819445.35,-1540646.8,-16.9922,73.992,-0.0435577579126995,-0.2475649965498792,189.97875798930977,0.25136767053685133,1.569000005722046,-1.031000018119812
12,2013-04-02 12:00:00,2013_0050,826167.1,-1561298.6,-17.11427,73.79824,-0.03128510623346635,-0.25894096782803677,186.8890536457734,0.2608240454631429,2.5409998893737793,-2.1059999465942383
