,date,floe_id,x,y,longitude,latitude,u,v,bearing,speed,u_wind,v_wind
0,2017-04-01 12:00:00,2017_0010,658136.55,-987656.7,-11.32204,79.07574,0.0007029560462862121,0.022005995085089283,1.829625217485784,0.022017219781070997,1.6410000324249268,3.561000108718872
1,2017-04-02 12:00:00,2017_0010,657132.7647,-986040.80585,-11.31909,79.09314,0.0007726573334282914,0.02414920051155456,1.8325620020511337,0.024161557994098137,1.590999960899353,-0.3529999852180481
2,2017-04-03 12:00:00,2017_0010,656031.21705,-984267.53381,-11.31586,79.11224,-0.0001418781211567615,0.006531739926267311,358.75565476688007,0.0065332806357646595,0.4269999861717224,-2.372999906539917
3,2017-04-04 12:00:00,2017_0010,655708.02465,-983804.73882,-11.31645,79.1174,-0.0006975192981177917,0.003294742720766063,348.04659349191195,0.003367768217571942,2.805999994277954,-1.9420000314712524
4,2017-04-05 12:00:00,2017_0010,655499.99959,-983601.28827,-11.31938,79.12001,0.003007392250991872,-0.006348095494604539,154.65087806655782,0.007024437668592726,1.25600004196167,-4.353000164031982
6,2017-04-01 12:00:00,2017_0011,635154.9,-937560.4,-10.88414,79.57374,0.007000210581517875,0.02238245547364956,17.367300935785295,0.023451594001591875,1.815999984741211,3.5439999103546143
7,2017-04-02 12:00:00,2017_0011,634571.00009,-935620.13735,-10.85342,79.59146,0.007695126527928835,0.024558251946126382,17.397953894198793,0.025735631154690075,1.3009999990463257,-0.15299999713897705
8,2017-04-03 12:00:00,2017_0011,633930.23202,-933490.90537,-10.81971,79.61089,0.011131110060467717,0.016702809535826188,33.680338422375144,0.020072006814674307,0.8939999938011169,-2.61899995803833
9,2017-04-04 12:00:00,2017_0011,633915.1,-931756.75,-10.77081,79.6241,0.00664746688165832,-0.006201306085973815,133.01126039296707,0.009090930266737286,2.4179999828338623,-1.6859999895095825
10,2017-04-05 12:00:00,2017_0011,634691.34782,-931876.67097,-10.74163,79.61919,-0.011409898955758276,-0.008327773000987014,233.8753167639287,0.014125777760413126,1.2929999828338623,-4.679999828338623
12,2017-04-01 12:00:00,2017_0020,865420.17737,-1287081.3373,-11.08174,75.75329,-0.07256902726569323,-0.1472642443402996,206.2332038203989,0.16417375362526251,0.0020000000949949026,0.4519999921321869
13,2017-04-02 12:00:00,2017_0020,867316.61598,-1301138.604,-11.31324,75.63757,-0.11397807604620903,-0.22172023239162755,207.20600039191146,0.2493007486370483,0.7730000019073486,-5.675000190734863
15,2017-04-01 12:00:00,2017_0021,849910.9,-1236075.85,-10.48805,76.21653,-0.039995287441194814,-0.13097097972769153,196.98137093276304,0.13694166841518757,0.8040000200271606,1.2949999570846558
16,2017-04-02 12:00:00,2017_0021,853474.8,-1247358.1,-10.61906,76.1135,-0.055857023694979635,-0.20824432347793398,195.01492012933886,0.21560543907064106,0.328000009059906,-5.3460001945495605
17,2017-04-03 12:00:00,2017_0021,859651.98111,-1264932.40979,-10.79979,75.94969,-0.09697832761172673,-0.22862020252423898,202.98615505350693,0.2483384646577961,-0.9380000233650208,-4.980000019073486
18,2017-04-04 12:00:00,2017_0021,863824.7,-1285979.2,-11.10974,75.7698,-0.12488370032076265,-0.2500447358224511,206.53962587076518,0.2794965268448347,-0.44699999690055847,-5.698999881744385
20,2017-04-01 12:00:00,2017_0043,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.5799999833106995,1.1779999732971191
21,2017-04-02 12:00:00,2017_0043,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,2.2130000591278076,-1.7039999961853027
22,2017-04-03 12:00:00,2017_0043,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,1.5579999685287476,-2.183000087738037
23,2017-04-04 12:00:00,2017_0043,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.8669999837875366,-1.003000020980835
24,2017-04-05 12:00:00,2017_0043,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,1.343999981880188,-1.3140000104904175
25,2017-04-06 12:00:00,2017_0043,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,1.0540000200271606,-1.1519999504089355
26,2017-04-07 12:00:00,2017_0043,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.4860000014305115,-0.4779999852180481
27,2017-04-08 12:00:00,2017_0043,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,1.031000018119812,-2.0190000534057617
28,2017-04-09 12:00:00,2017_0043,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,1.3600000143051147,-0.6240000128746033
29,2017-04-10 12:00:00,2017_0043,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.09099999815225601,-1.090000033378601
30,2017-04-11 12:00:00,2017_0043,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.7429999709129333,-2.2119998931884766
32,2017-04-01 12:00:00,2017_0045,857891.95,-1219592.15,-9.87647,76.29826,-0.04086645995632152,-0.13273808926210773,197.11218056814127,0.13888652882953376,0.6539999842643738,0.8799999952316284
33,2017-04-02 12:00:00,2017_0045,861602.35,-1231003.9,-10.01112,76.1938,-0.06187203205148234,-0.19752558489542435,197.39241020646276,0.20698914232021726,-0.004000000189989805,-4.823999881744385
34,2017-04-03 12:00:00,2017_0045,867008.84237,-1248050.96299,-10.2126,76.03838,-0.09113722800633411,-0.24209638337761585,200.6288559746299,0.2586825335680786,-1.031000018119812,-5.183000087738037
36,2017-04-01 12:00:00,2017_0046,800876.55,-821277.4,-0.72048,79.43934,-0.010616516639140261,-0.17600381673917104,183.45188799976768,0.17632371914267475,1.4520000219345093,-1.1579999923706055
38,2017-04-01 12:00:00,2017_0053,845595.7,-1413175.35,-14.10514,74.8823,-0.07831361965965002,-0.10189156093416425,217.5457970459778,0.12851036228178966,-0.15800000727176666,1.4730000495910645
40,2017-04-01 12:00:00,2017_0096,897061.9,-1568823.2,-15.23884,73.42916,-0.044337786350013335,-0.13954454041829384,197.62672546257545,0.1464189812113589,-1.871999979019165,-1.9900000095367432
