,date,floe_id,x,y,longitude,latitude,u,v,bearing,speed,u_wind,v_wind
0,2016-04-01 12:00:00,2016_0006,750920.95,-1665840.9,-20.7353,73.24752,0.0002194619438358174,-4.2258453515762095e-05,100.8991804350469,0.00022349344886537343,1.8990000486373901,3.625999927520752
1,2016-04-02 12:00:00,2016_0006,750939.73683,-1665836.43629,-20.7347,73.24749,0.00014804864098441048,-0.00045597017285676285,162.01194044376,0.0004794029606003253,1.0870000123977661,0.8450000286102295
2,2016-04-03 12:00:00,2016_0006,750967.58834,-1665867.0948,-20.7343,73.24714,0.0001549258374021122,-0.000490359131099811,162.46640109668465,0.0005142510015038448,0.26600000262260437,-1.4329999685287476
4,2016-04-01 12:00:00,2016_0009,818709.9,-1259624.65,-11.9776,76.1962,0.028039898567335585,-0.021844742530019282,127.92070362569058,0.035544742056586955,3.559000015258789,5.892000198364258
5,2016-04-02 12:00:00,2016_0009,821769.74961,-1259886.88078,-11.88533,76.179,0.011318544063942594,-0.06960914129339195,170.76445333312597,0.07052334359154289,3.242000102996826,3.1470000743865967
7,2016-04-01 12:00:00,2016_0018,772413.59519,-1398936.1536,-16.095,75.32579,-0.007687606264453759,-0.03287568584497168,193.16147727687974,0.0337625533669262,2.131999969482422,7.474999904632568
8,2016-04-02 12:00:00,2016_0018,773205.09264,-1401743.80643,-16.11877,75.29998,-0.030826781732220983,-0.04834991890152634,212.52063519306864,0.057341129477454206,1.6440000534057617,3.493000030517578
10,2016-04-01 12:00:00,2016_0019,811095.5,-1366502.8,-14.30851,75.40688,0.01634663178945404,-0.020957811637787985,142.04655320319034,0.026578981160025508,3.2079999446868896,7.170000076293945
11,2016-04-02 12:00:00,2016_0019,813234.25541,-1367339.03463,-14.25764,75.39042,-0.030001605886821037,-0.062490471259383354,205.64561063631163,0.06931922788092747,2.5769999027252197,3.6570000648498535
13,2016-04-01 12:00:00,2016_0020,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.296999990940094,1.565000057220459
14,2016-04-02 12:00:00,2016_0020,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.8100000023841858,-0.8849999904632568
15,2016-04-03 12:00:00,2016_0020,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,-0.05000000074505806,0.6399999856948853
16,2016-04-04 12:00:00,2016_0020,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.5220000147819519,-0.14499999582767487
17,2016-04-05 12:00:00,2016_0020,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.6940000057220459,-0.5379999876022339
18,2016-04-06 12:00:00,2016_0020,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.9559999704360962,-0.8009999990463257
19,2016-04-07 12:00:00,2016_0020,668673.7,-1378748.2,-19.12726,75.9229,-0.0009663263907815083,0.001403826509884556,325.45835286463387,0.0017042639359487338,-0.01600000075995922,-0.6389999985694885
21,2016-04-01 12:00:00,2016_0021,845052.0,-1381971.35,-13.55492,75.12728,0.0504991555665989,0.027845920486811226,61.127061003185474,0.05766766859079158,3.6710000038146973,7.038000106811523
23,2016-04-01 12:00:00,2016_0036,847846.42984,-1189471.45394,-9.51929,76.57491,0.06779230006467701,-0.022161828551039934,108.10296986345082,0.0713228055588456,4.064000129699707,5.184000015258789
25,2016-04-01 12:00:00,2016_0037,755948.4,-1597903.35,-19.68174,73.78658,0.0001443056500078234,8.9816766041801e-06,86.43846804097149,0.00014458489249849894,3.424999952316284,5.4039998054504395
26,2016-04-02 12:00:00,2016_0037,755959.33855,-1597897.31663,-19.68134,73.78659,0.0023239586673036235,0.0029708183039891876,38.034726172130604,0.0037718092850318966,2.055999994277954,1.6419999599456787
27,2016-04-03 12:00:00,2016_0037,756031.07213,-1597579.42532,-19.67484,73.78892,-0.003555585365436802,-0.00418051236547006,220.38163801802702,0.005488066228532272,1.3029999732971191,-0.5979999899864197
28,2016-04-04 12:00:00,2016_0037,755907.89683,-1598037.31615,-19.68479,73.78565,0.0026875858132147565,0.0031832962548586654,40.17365415130121,0.004166112402419122,2.0869998931884766,-0.8610000014305115
30,2016-04-01 12:00:00,2016_0042,801929.4,-1416883.0,-15.49095,75.05266,0.0170402845600493,-0.016359811141948094,133.83285178986256,0.023622335161614813,2.7679998874664307,7.808000087738037
31,2016-04-02 12:00:00,2016_0042,803906.92224,-1417387.93895,-15.43918,75.03981,-0.012145708965128557,-0.05196244760058392,193.15612428728014,0.05336304158225085,2.265000104904175,4.169000148773193
33,2016-04-01 12:00:00,2016_0045,817571.15,-1358475.55,-13.95922,75.43931,0.02344908706960345,-0.004384509704690731,100.59086922103188,0.02385547337087174,3.385999917984009,7.2779998779296875
35,2016-04-01 12:00:00,2016_0049,755677.7,-1610402.7,-19.8618,73.68526,5.78160134216039e-05,-3.716407726037791e-05,122.73287017224283,6.873034298315716e-05,3.424999952316284,5.4039998054504395
36,2016-04-02 12:00:00,2016_0049,755683.58621,-1610403.48483,-19.86163,73.68523,2.0031942344023667e-05,0.0011248512745663938,1.0202454914684722,0.001125029630102121,2.055999994277954,1.6419999599456787
37,2016-04-03 12:00:00,2016_0049,755643.86738,-1610314.76757,-19.86158,73.68611,-0.0005277552039473912,-0.0002502195105159559,244.63341544736502,0.0005840679401716868,1.3029999732971191,-0.5979999899864197
38,2016-04-04 12:00:00,2016_0049,755611.77207,-1610353.70923,-19.86305,73.68591,-0.0002341444378526074,-0.0005871483296853416,201.74124493305618,0.0006321129478420768,2.0869998931884766,-0.8610000014305115
40,2016-04-01 12:00:00,2016_0052,864575.3,-1415523.65,-13.5842,74.77492,-0.10227995052054019,-0.13053225383595302,218.08085599505264,0.16583081007453898,3.677999973297119,6.609000205993652
42,2016-04-01 12:00:00,2016_0055,854215.93213,-1249780.27494,-10.64754,76.09148,0.024853215205716546,0.03032425117283595,39.337434575692896,0.0392076843903705,4.190999984741211,5.670000076293945
43,2016-04-02 12:00:00,2016_0055,854510.29877,-1246405.545,-10.56625,76.11532,0.03886396130907656,0.00924951838984492,76.61281201920019,0.03994948158709295,3.2239999771118164,3.7079999446868896
45,2016-04-01 12:00:00,2016_0065,835078.16944,-1256300.5881,-11.38697,76.13962,0.036711329587570986,0.08363700514390793,23.698421118287,0.09133931436971347,3.634000062942505,5.7769999504089355
46,2016-04-02 12:00:00,2016_0065,833719.44802,-1248526.71715,-11.26641,76.20539,0.13601385380716535,0.2785889994405755,26.022743730771992,0.31001870755936317,3.2320001125335693,3.321000099182129
48,2016-04-01 12:00:00,2016_0066,841498.23839,-1254059.69259,-11.13759,76.12415,0.014549783516145751,0.01576040058210078,42.712768785378614,0.02144962533180916,4.0229997634887695,5.9039998054504395
50,2016-04-01 12:00:00,2016_0070,831470.7,-1390583.05,-14.12356,75.12419,0.0511311300814582,0.022746776768066277,66.01708721690392,0.05596256174214364,3.509000062942505,7.288000106811523
52,2016-04-01 12:00:00,2016_0073,853870.5,-1338296.7,-12.461,75.4214,0.11671578375605389,-0.27726423762031627,157.1710945777993,0.3008289075886244,4.015999794006348,6.580999851226807
54,2016-04-01 12:00:00,2016_0084,821570.75,-1404161.15,-14.66822,75.06382,0.03128897177808819,-0.003883576609685883,97.07534733733866,0.031529064721512096,3.2139999866485596,7.49399995803833
56,2016-04-01 12:00:00,2016_0093,789238.0,-1620306.1,-19.02967,73.47336,0.024351668091011948,-0.09925877198536738,166.21558411491702,0.10220228742478303,3.058000087738037,5.554999828338623
