,date,floe_id,x,y,longitude,latitude,u,v,bearing,speed,u_wind,v_wind
0,2015-04-06 12:00:00,2015_0042,718856.0,-870975.9,-5.46556,79.60244,-0.022811940507021143,-0.10685873483763347,192.05047802158083,0.10926652662547454,0.0,0.2590000033378601
2,2015-04-09 12:00:00,2015_0059,668833.60037,-1379031.14199,-19.1265,75.91996,-0.00023611180732263344,0.003754143936242846,356.4011995670729,0.003761561574610482,2.7079999446868896,-3.7260000705718994
3,2015-04-10 12:00:00,2015_0059,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,2.802000045776367,-1.9769999980926514
4,2015-04-11 12:00:00,2015_0059,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,3.615999937057495,-4.890999794006348
5,2015-04-12 12:00:00,2015_0059,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,6.855999946594238,-5.946000099182129
6,2015-04-13 12:00:00,2015_0059,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,2.437999963760376,-1.065000057220459
7,2015-04-14 12:00:00,2015_0059,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,3.4800000190734863,-4.297999858856201
8,2015-04-15 12:00:00,2015_0059,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.8420000076293945,0.25099998712539673
9,2015-04-16 12:00:00,2015_0059,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.19099999964237213,0.7310000061988831
10,2015-04-17 12:00:00,2015_0059,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,0.8669999837875366,-2.302000045776367
11,2015-04-18 12:00:00,2015_0059,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,1.4529999494552612,-0.5559999942779541
12,2015-04-19 12:00:00,2015_0059,668673.7,-1378748.2,-19.12726,75.9229,0.0,0.0,90.0,0.0,1.0099999904632568,-2.1670000553131104
14,2015-04-11 12:00:00,2015_0060,750705.35,-1987861.85,-24.31122,70.56552,-0.0008409591256361114,0.00017778125706563244,281.93674641582834,0.0008595454766063802,0.4620000123977661,-1.621999979019165
15,2015-04-12 12:00:00,2015_0060,750631.95,-1987873.15,-24.31318,70.56566,0.0038270057016563377,-0.003923148129390616,135.71073076967588,0.005480607985036989,-0.8859999775886536,0.16200000047683716
