,date,floe_id,x,y,longitude,latitude,u,v,bearing,speed,u_wind,v_wind
0,2019-04-01 12:00:00,2019_0000,752400.75135,-1988126.3884,-24.271,70.55792,-0.0008128094496535228,0.001101386208836121,323.57313150922647,0.0013688355571289292,0.026000000536441803,-0.06499999761581421
1,2019-04-02 12:00:00,2019_0000,752301.3891,-1988062.24544,-24.27289,70.55878,0.0008824066356263082,-0.0010738023061455017,140.58803900954706,0.0013898535402267168,-2.0250000953674316,0.6069999933242798
2,2019-04-03 12:00:00,2019_0000,752405.52976,-1988122.03451,-24.27084,70.55794,0.0009749695878391253,-0.0011892660521561384,140.65483263441996,0.0015378294573918918,-0.5249999761581421,-0.39500001072883606
3,2019-04-04 12:00:00,2019_0000,752520.68332,-1988188.3194,-24.26856,70.55702,0.0005934264422723976,-0.00032089722985856236,118.40244663140038,0.0006746332148056263,1.7339999675750732,-0.19699999690055847
4,2019-04-05 12:00:00,2019_0000,752578.45,-1988196.1,-24.26718,70.55677,-0.0008674031763968509,0.00046240341786142245,298.0616035117365,0.000982957370018289,1.0700000524520874,0.24500000476837158
5,2019-04-06 12:00:00,2019_0000,752494.2163,-1988185.2664,-24.2692,70.55713,0.00020903312561866704,-0.00011413616785413996,118.63540202487718,0.0002381636253048266,-0.4350000023841858,1.0
6,2019-04-07 12:00:00,2019_0000,752514.59812,-1988188.09628,-24.26871,70.55704,0.000214900336713893,-0.0001172728042741469,118.62164460179645,0.00024481639108128966,0.19200000166893005,0.44999998807907104
7,2019-04-08 12:00:00,2019_0000,752535.55,-1988191.0,-24.26822,70.55695,9.530089052955785e-05,-4.8709159433880835e-05,117.0719922352722,0.00010702729534320668,0.49300000071525574,1.159999966621399
8,2019-04-09 12:00:00,2019_0000,752544.7406,-1988192.02118,-24.26799,70.55691,0.005163041625796303,-0.0023772252735547047,114.72281642948087,0.005684030157461568,0.4880000054836273,0.9739999771118164
9,2019-04-10 12:00:00,2019_0000,753034.65,-1988226.2,-24.25597,70.55506,-0.005283804415646337,0.0024697526256748687,295.05229838339733,0.005832518078397327,-0.2919999957084656,0.3720000088214874
