,datetime,floe_id,x,y,longitude,latitude,u,v,bearing,speed,u_wind,v_wind
419,2011-06-27,2011_1747,713580.36901,-1067622.23778,-11.2419,78.18658,-0.01082745828058461,-0.11960445914685242,185.17272748080137,0.12009354895509121,0.25699999928474426,-0.12600000202655792
421,2011-06-20,2011_1748,804129.77409,-1217007.26919,-11.54549,76.59415,-0.12396331777683568,-0.23674953043506644,207.63679440450375,0.2672400499840269,2.552999973297119,0.3269999921321869
423,2011-06-20,2011_1749,726225.91489,-1018182.97874,-9.50137,78.49274,-0.061276499595798305,-0.014593933045483114,256.6037059455478,0.0629904142266894,1.843000054359436,-0.8730000257492065
424,2011-06-21,2011_1749,722647.87051,-1022283.83342,-9.74367,78.48111,-0.06368059671028739,0.0038664923793453806,273.4745601520573,0.06379786956237489,1.3109999895095825,-2.3299999237060547
426,2011-06-20,2011_1750,790847.21493,-971536.32056,-5.85383,78.47368,-0.024622774341448474,-0.11603235232126126,191.9807873120547,0.11861613634525109,1.8250000476837158,-2.4749999046325684
427,2011-06-21,2011_1750,795526.24644,-980654.27358,-5.95032,78.38202,-0.0242738406326337,-0.14354836888548653,189.59784691394913,0.14558624093210942,1.378000020980835,-3.0169999599456787
428,2011-06-22,2011_1750,801711.05943,-991607.38066,-6.04458,78.26866,-0.02610015681393881,-0.14906977408383987,189.93107357355973,0.15133742343227352,-1.3370000123977661,-5.046000003814697
429,2011-06-23,2011_1750,808055.07177,-1003040.823,-6.14486,78.15095,-0.051604991679068284,-0.15916539523521742,197.9638572620512,0.16732213902105028,-1.4459999799728394,-3.7660000324249268
430,2011-06-24,2011_1750,813210.23898,-1016547.06168,-6.34113,78.02525,-0.053732617307347116,-0.12717563535132587,202.90440620601606,0.1380609879354455,-2.007999897003174,-0.7319999933242798
431,2011-06-25,2011_1750,816449.00173,-1028027.4274,-6.54372,77.92482,-0.05375912860633665,-0.0900354010388917,210.8409518751989,0.10486380380639786,0.17800000309944153,2.1500000953674316
432,2011-06-26,2011_1750,817649.67289,-1037007.75058,-6.74521,77.8537,-0.02716558953567367,-0.07020985004858105,201.1524467725953,0.07528208484536636,1.9190000295639038,3.3929998874664307
433,2011-06-27,2011_1750,819562.4678,-1043224.50797,-6.84664,77.79829,-0.07107025633305328,-0.07110099609841997,224.98761170939156,0.10053025903395171,2.015000104904175,1.3509999513626099
434,2011-06-28,2011_1750,818528.87682,-1051848.60567,-7.11057,77.74207,-0.05481324926064533,-0.05378672192301915,225.54156489894712,0.07679520655440562,2.5460000038146973,-1.7120000123977661
435,2011-06-29,2011_1750,817645.35247,-1058424.62379,-7.31349,77.69957,-0.051744830718178925,-0.014398157519883503,254.45061109574513,0.05371065486493691,1.8760000467300415,-2.0869998931884766
437,2011-06-20,2011_1751,856835.26503,-1182284.07213,-9.06808,76.58094,0.011078130988449848,-0.018942423350361007,149.67954764123522,0.021944028540392367,2.6540000438690186,-1.5180000066757202
438,2011-06-21,2011_1751,858570.69437,-1183047.59341,-9.03056,76.56603,-0.01130721541265196,-0.025683936580704916,203.76123676237592,0.028062746099941575,-0.4429999887943268,-2.2049999237060547
439,2011-06-22,2011_1751,859083.41629,-1185417.38338,-9.06879,76.54581,-0.009298169824455369,-0.04320685632514273,192.14490145424577,0.04419602239552716,-0.7680000066757202,-5.2779998779296875
440,2011-06-23,2011_1751,860623.5335,-1188911.55835,-9.10015,76.51181,-0.004003184971751422,-0.039923533851199275,185.72598363588577,0.04012373418671187,-1.6859999895095825,-4.038000106811523
441,2011-06-24,2011_1751,862365.98098,-1191908.52694,-9.1136,76.48039,-0.0038286675639847903,-0.03976264408429934,185.49994347888475,0.039946546282378086,-1.2899999618530273,-0.328000009059906
442,2011-06-25,2011_1751,864111.79156,-1194885.80428,-9.12648,76.4491,0.03385893581601578,-0.013975597715736223,112.42885296065117,0.03662983573680297,0.3630000054836273,2.8570001125335693
443,2011-06-26,2011_1751,867189.87725,-1194149.96446,-9.013,76.43804,0.03656505131919189,-0.014402676297253373,111.49907696785942,0.03929936465769645,2.2639999389648438,4.039999961853027
445,2011-06-20,2011_1752,711364.50308,-857075.72182,-5.30772,79.74468,-0.2070355661707462,0.12242084101053403,300.59597062632656,0.24052149170784692,2.062000036239624,-2.6080000400543213
446,2011-06-21,2011_1752,690844.79253,-860361.11436,-6.23696,79.84022,-0.21884185328207278,0.1271763370590265,300.1623070081496,0.2531117884565699,2.438999891281128,-2.4660000801086426
448,2011-06-20,2011_1754,668673.65125,-1378748.22985,-19.12726,75.92348,0.0,0.0,90.0,0.0,1.4819999933242798,-0.3630000054836273
449,2011-06-21,2011_1754,668673.65125,-1378748.22985,-19.12726,75.92348,-0.0002592250627789398,0.00032652182617469124,321.55400533387296,0.00041691022551767733,0.25699999928474426,-2.5880000591278076
450,2011-06-22,2011_1754,668641.18841,-1378732.61961,-19.1281,75.92374,0.0007263775117882229,-0.0006963028981510171,133.7889818319518,0.001006211715100334,0.9900000095367432,-1.3600000143051147
451,2011-06-23,2011_1754,668723.90891,-1378759.36484,-19.12575,75.92319,0.0007582763325458755,-0.0007269407023400223,133.79133285806836,0.001050440755691547,-0.41600000858306885,-1.2489999532699585
452,2011-06-24,2011_1754,668810.26547,-1378787.28569,-19.1233,75.92262,-0.0012035583913442716,0.0010772810459386533,311.8310877391691,0.0016152669294311358,-0.8050000071525574,0.11299999803304672
