datetime,buoy,longitude,latitude,u,v,speed,depth,u_wind,v_wind
2020-05-27 03:00:00,2019P151,8.7448,83.3766,,,,-3834.2956226389174,-4.099999904632568,6.165999889373779
2020-05-27 04:00:00,2019P151,8.7402,83.3788,-0.02319864587637969,0.0686775000642944,0.07248983505001805,-3796.735569332797,-6.493000030517578,5.040999889373779
2020-05-27 05:00:00,2019P151,8.73147,83.38115,-0.03166533547295116,0.07546888817447212,0.0818428161349884,-3759.5636419129587,-8.270000457763672,4.560999870300293
2020-05-27 06:00:00,2019P151,8.722,83.3838,-0.02968952106169437,0.08226017570361602,0.08745401172995194,-3735.8868000996254,-8.97599983215332,4.822999954223633
2020-05-27 07:00:00,2019P151,8.7144,83.3866,-0.025852288293218475,0.07833603305881874,0.08249166555106051,-3718.739171355509,-8.83899974822998,5.839000225067139
2020-05-27 08:00:00,2019P151,8.70713,83.38899,-0.02572123440955009,0.06339329874224177,0.06841266129141692,-3707.985767272676,-8.019000053405762,7.15500020980835
2020-05-27 09:00:00,2019P151,8.6996,83.3908,-0.02663512561272364,0.04543180610193554,0.052663829352691725,-3701.5827928088815,-6.701000213623047,7.978000164031982
2020-05-27 10:00:00,2019P151,8.6918,83.392,-0.026751613198199437,0.030187120081144228,0.04033498515556315,-3697.2714531318493,-5.896999835968018,7.783999919891357
2020-05-27 11:00:00,2019P151,8.6842,83.3928,-0.024298832579970245,0.0238475823782813,0.034046151765483514,-3694.3407264994976,-4.952000141143799,7.998000144958496
2020-05-27 12:00:00,2019P151,8.67781,83.39358,-0.01945095599825623,0.021130713900795024,0.02872014552893756,-3692.1372126579577,-4.501999855041504,7.749000072479248
2020-05-27 13:00:00,2019P151,8.673,83.3942,-0.013909669912434905,0.015395225634167961,0.0207482984699912,-3690.9927300153618,-4.26800012588501,7.540999889373779
2020-05-27 14:00:00,2019P151,8.6698,83.3946,-0.009029179980809713,0.01509344662853448,0.017588013596033913,-3690.303662445822,-3.805999994277954,7.497000217437744
2020-05-27 15:00:00,2019P151,8.6678,83.3952,-0.006250618974325021,0.012074807630471647,0.013596735522730751,-3690.143803429486,-3.430000066757202,7.410999774932861
2020-05-27 16:00:00,2019P151,8.6662,83.3954,-0.0069446217208292286,0.006037460872223364,0.009202103272026523,-3690.200485029809,-3.0280001163482666,7.328999996185303
2020-05-27 17:00:00,2019P151,8.6638,83.3956,-0.010416806131016596,0.0030188149855310065,0.010845418105727945,-3690.21293114221,-2.7669999599456787,7.11899995803833
2020-05-27 18:00:00,2019P151,8.6602,83.3956,-0.01701456344460603,-0.006037026324428883,0.018053837709815914,-3689.9259335952556,-2.7149999141693115,6.815999984741211
2020-05-27 19:00:00,2019P151,8.654,83.3952,-0.02465407300418097,-0.009055732131438307,0.02626460736679399,-3688.9137279462125,-2.799999952316284,6.6020002365112305
2020-05-27 20:00:00,2019P151,8.646,83.395,-0.030212185473774272,-0.012074462539943497,0.032535654238546305,-3687.861533914477,-2.940000057220459,6.414000034332275
2020-05-27 21:00:00,2019P151,8.6366,83.3944,-0.034728777489954225,-0.01811189073514411,0.03916795337962593,-3685.9165567045848,-3.0209999084472656,6.223999977111816
2020-05-27 22:00:00,2019P151,8.626,83.3938,-0.03681621240043476,-0.021130977743685962,0.04244940183227648,-3685.3478861297644,-3.078000068664551,4.97599983215332
2020-05-27 23:00:00,2019P151,8.6154,83.393,-0.03404090745586101,-0.02415018055902273,0.041737448430059707,-3684.3959336465496,-3.4019999504089355,4.736999988555908
2020-05-28 00:00:00,2019P151,8.6064,83.3922,-0.026401619224961866,-0.021131651645969318,0.033817040068380814,-3682.853543959477,-3.6089999675750732,4.8470001220703125
2020-05-28 01:00:00,2019P151,8.6002,83.3916,-0.015981430683539546,-0.01811274996423611,0.02415528592171317,-3681.3886865075774,-3.496000051498413,4.880000114440918
2020-05-28 02:00:00,2019P151,8.5972,83.391,-0.006253959295457896,-0.015093724719324828,0.016338070044286186,-3680.0970851892253,-3.178999900817871,4.561999797821045
