datetime,buoy,longitude,latitude,u,v,speed,depth,sea_ice_concentration
2020-05-01 12:00:00,2019T56,17.80777,83.91308,0.005182412712326558,-0.018802397479165164,0.019503526667897793,-4004.7711012977948,98.0
2020-05-02 12:00:00,2019T56,17.69659,83.89621,0.017913632499022655,-0.020303013980865352,0.027076015327541357,-4000.8970296702173,98.0
2020-05-03 12:00:00,2019T56,18.07449,83.88066,0.05240084656196542,0.0033319687508204,0.052506673253664496,-3998.2017588088593,98.0
2020-05-04 12:00:00,2019T56,18.48087,83.90149,0.010478563011497636,0.022745907005303944,0.025043493531850973,-4021.674936115876,99.0
2020-05-05 12:00:00,2019T56,18.22936,83.91694,-0.044393614224406845,0.009825007037902352,0.04546783200461936,-4009.3827886390177,98.0
2020-05-06 12:00:00,2019T56,17.8151,83.91702,-0.09450570137889298,0.008389315920901821,0.09487733246006229,-4005.8033256116096,99.0
2020-05-07 12:00:00,2019T56,16.80858,83.92951,-0.16592443756287212,-0.0421369320574569,0.17119123816296847,-4023.6503866347653,98.0
2020-05-08 12:00:00,2019T56,15.3406,83.84891,-0.1825084555894222,-0.10160015261512842,0.20888256838006727,-4023.289536844088,98.0
2020-05-09 12:00:00,2019T56,14.09606,83.76841,-0.11907428461051894,-0.12160045751919572,0.1701921165165549,-4015.9910671348653,99.0
2020-05-10 12:00:00,2019T56,13.58874,83.65669,-0.059974275358433,-0.17223437205375403,0.18237760997863775,-4040.8627176275513,98.0
2020-05-11 12:00:00,2019T56,13.23293,83.4946,-0.05620824243173437,-0.14775236863553404,0.15808266494045248,-3820.9914575070584,99.0
2020-05-12 12:00:00,2019T56,12.79589,83.42165,-0.18690064922589278,-0.0765103512502487,0.20195466454008099,-3956.619024370318,98.0
2020-05-13 12:00:00,2019T56,10.65097,83.36849,-0.20234677277883578,-0.021508410024347446,0.2034866780793899,-3399.6792160807795,99.0
2020-05-14 12:00:00,2019T56,9.99006,83.39161,-0.09011628519066103,0.014621914802179496,0.09129482597084432,-3424.0523406377656,99.0
2020-05-15 12:00:00,2019T56,9.40823,83.39184,-0.05803670650967391,0.0018229424686119662,0.05806532891264713,-3686.24014265013,98.0
2020-05-16 12:00:00,2019T56,9.18813,83.3948,-0.01762373878246692,-0.0056903716959462525,0.018519624691409244,-3679.882164904301,98.0
2020-05-17 12:00:00,2019T56,9.16477,83.38284,-0.014981571454125526,-0.030896529499866134,0.0343371958431548,-3721.8846760039323,97.0
2020-05-18 12:00:00,2019T56,8.98241,83.34564,0.00042798079510165607,-0.060307428711445434,0.06030894730756829,-3949.571176694949,99.0
2020-05-19 12:00:00,2019T56,9.16798,83.28695,0.03306151058949826,-0.04604100456142784,0.056681898199380416,-3939.6639974807595,99.0
2020-05-20 12:00:00,2019T56,9.43309,83.2724,0.04165977526240032,0.01261769493088163,0.04352864689239142,-3977.9136631336064,99.0
2020-05-21 12:00:00,2019T56,9.73545,83.30699,0.011121694806118515,0.03906441738288925,0.04061675517351212,-3986.691235446723,99.0
2020-05-22 12:00:00,2019T56,9.5826,83.33458,-0.025715795001599456,0.00321777867477464,0.025916330993489837,-3809.9878305106927,99.0
2020-05-23 12:00:00,2019T56,9.38452,83.31209,-0.03326065235740475,-0.01985758331823674,0.038737509089780776,-3820.2190101420056,98.0
2020-05-24 12:00:00,2019T56,9.12824,83.30298,-0.04032104563294403,0.0023719054464332173,0.04039074963875732,-3939.550203095514,99.0
2020-05-25 12:00:00,2019T56,8.83393,83.31584,-0.017561109554561204,0.042462368519741625,0.04595046582020301,-4034.6100781442688,99.0
2020-05-26 12:00:00,2019T56,8.8894,83.37058,-0.01022348267028602,0.03546650830691097,0.03691060564924157,-3857.4811881252817,100.0
2020-05-28 12:00:00,2019T56,8.62107,83.40036,-0.024588913452371693,-0.003695827379670549,0.024865112201406775,-3699.938138906081,100.0
2020-05-29 12:00:00,2019T56,8.38177,83.36178,-0.021819168609582634,-0.05006414111259447,0.05461221790181358,-3535.8955097783646,100.0
2020-05-30 12:00:00,2019T56,8.31997,83.32081,0.008810377143260842,-0.02732094642405055,0.028706390558764675,-4045.0503186791107,100.0
2020-05-31 12:00:00,2019T56,8.50175,83.31831,0.0022025645366065072,-0.015076106394757517,0.015236150254049254,-4034.5713343490006,100.0
2020-06-01 12:00:00,2019T56,8.35062,83.29685,-0.031704068223023865,-0.043633385322447746,0.053935334026845055,-4054.3882480354673,100.0
2020-06-02 12:00:00,2019T56,8.07146,83.24888,-0.04967709611209683,-0.08461402548823849,0.09811904599747584,-4048.863308037096,100.0
2020-06-03 12:00:00,2019T56,7.68186,83.16225,-0.011155549955421395,-0.12733178109228738,0.12781951639300665,-4008.746568378107,100.0
2020-06-04 12:00:00,2019T56,7.91364,83.04656,0.04663132541087854,-0.1436973919477442,0.1510742233544785,-4020.718707900092,99.0
2020-06-05 12:00:00,2019T56,8.29178,82.93374,0.07104949051816398,-0.08457915024682662,0.11046113687340876,-3929.076116047841,99.0
2020-06-06 12:00:00,2019T56,8.83587,82.91196,0.060960222177922026,-0.0164311027980457,0.06313580463684265,-3773.0745752196103,99.0
2020-06-07 12:00:00,2019T56,9.07841,82.90788,-0.0358928187366631,-0.020173086010549925,0.041173387473609685,-3693.018152265459,99.0
2020-06-08 12:00:00,2019T56,8.37683,82.87943,-0.10547652334404646,-0.04122111955565678,0.11324521038069967,-3761.534642716694,100.0
2020-06-09 12:00:00,2019T56,7.72678,82.84244,-0.07514109088990173,-0.064909428363291,0.09929459920143532,-3831.716031252423,100.0
