datetime,divergence_area_weighted,divergence,maximum_shear,total_deformation,length_scale_km,drift_speed,shape_factor,flag,div_area_wt_stdev,max_shear_stdev
2020-05-14 08:00:00,-8.240202863461251e-08,-8.240202863461251e-08,1.4687787288249999e-06,1.7312469049039846e-06,7.500583362642918,0.075716,1.0,0.0,1.5026143990748731e-06,1.7592778670554873e-06
2020-05-14 09:00:00,-5.158414093749999e-09,-5.1584140937500105e-09,1.38519958345e-06,1.5787942289205633e-06,7.498395570343503,0.067616625,1.0,0.0,1.0329069582946196e-06,1.3998786754239971e-06
2020-05-14 10:00:00,8.048354308749999e-08,8.04835430875e-08,1.735157323675e-06,2.1057421611932446e-06,7.499608745015614,0.058723125,1.0,0.0,1.7783569025117777e-06,1.7903017132974113e-06
2020-05-14 11:00:00,-1.2507666479999996e-07,-1.250766648e-07,1.9737001142499997e-06,2.381827841322442e-06,7.4993058487486,0.0541185,1.0,0.0,1.9778501134014525e-06,1.849538745129835e-06
2020-05-14 12:00:00,-2.2491680441499999e-07,-2.2491680441499999e-07,2.213703827e-06,2.5802524327306243e-06,7.495742353883301,0.050390500000000005,1.0,0.0,2.302527812112052e-06,2.245914200995055e-06
2020-05-14 13:00:00,-2.962391549125e-07,-2.962391549125e-07,2.5205927793625003e-06,2.874277586272741e-06,7.492964252101221,0.046210125000000005,1.0,0.0,2.3230669546870373e-06,3.72069157246473e-06
2020-05-14 14:00:00,-2.29046968920125e-07,-2.29046968920125e-07,2.2254548305e-06,2.46090104112965e-06,7.4881300481994275,0.05206775,1.0,0.0,1.2202565647436746e-06,2.694527139191152e-06
2020-05-14 15:00:00,-1.0006876077499999e-07,-1.0006876077499999e-07,2.0799526815000003e-06,2.2959990113519426e-06,7.488033774803415,0.06789675,1.0,0.0,1.2980654929576881e-06,2.1084950398136168e-06
2020-05-14 16:00:00,-1.5669051480875002e-07,-1.5669051480875002e-07,2.2130151124999997e-06,2.546352449829289e-06,7.486914131211395,0.080366875,1.0,0.0,1.779274632414441e-06,2.1501794790032013e-06
2020-05-14 17:00:00,-5.368332116637497e-08,-5.368332116637497e-08,2.7010734545e-06,3.0527988465675448e-06,7.48511840137314,0.09091112500000001,1.0,0.0,2.1647596683556414e-06,3.023889693585182e-06
2020-05-14 18:00:00,-3.7564587246250004e-08,-3.7564587246250024e-08,2.7663487658125e-06,3.072592530778252e-06,7.486110737727531,0.09379937499999999,1.0,0.0,2.2419338896990966e-06,3.6853334192619355e-06
2020-05-14 19:00:00,-2.1041052756375007e-08,-2.1041052756375017e-08,2.8577772710000002e-06,3.1303572522163217e-06,7.484185525589668,0.088553375,1.0,0.0,1.98636590677561e-06,3.6933135872533345e-06
2020-05-14 20:00:00,1.3750088601512498e-07,1.3750088601512498e-07,2.3993593668375e-06,2.6647637268313063e-06,7.484800785183912,0.08878287500000001,1.0,0.0,1.8755923189890456e-06,3.493472996688859e-06
2020-05-14 21:00:00,1.147574160675e-07,1.147574160675e-07,1.719285615925e-06,1.988182423660627e-06,7.487860983146506,0.1072215,1.0,0.0,1.4276775379756323e-06,1.8639530241430994e-06
2020-05-14 22:00:00,7.914748886624999e-08,7.914748886624998e-08,2.7704004929875e-06,3.2411042228328643e-06,7.487983925240205,0.134210875,1.0,0.0,2.405694756578282e-06,3.1527705746976658e-06
