datetime,buoy,longitude,latitude,u,v,speed,depth,u_wind,v_wind,x,y,x_anom,y_anom,x_tide,y_tide,x_notide,y_notide,u_tides,v_tides
2020-06-14 18:00:00,2019P137,9.97771,82.50139,-0.1278698888078122,-0.2457854179832584,0.2770580808367215,-998.4365290069276,1.5679999589920044,-6.368000030517578,666132.193387175,-466817.0943316916,,,,,,,,
2020-06-14 19:00:00,2019P137,9.93962,82.49469,-0.1637010860361665,-0.1557491391434927,0.2259553936363535,-982.1622661044304,2.0920000076293945,-5.757999897003174,666418.2545311059,-467678.4769762312,,,,,,,,
2020-06-14 20:00:00,2019P137,9.89475,82.49108,-0.1715179184571311,-0.0762977397607462,0.1877225118212135,-980.8553282742056,2.6089999675750732,-5.684000015258789,666373.0453693691,-468426.0458734671,,,,,,,,
2020-06-14 21:00:00,2019P137,9.85274,82.48964,-0.1476678176973144,-0.025543833659609,0.1498608415214497,-987.2114191535989,2.809999942779541,-5.794000148773193,666157.487755924,-469004.68543851847,,,,,,,,
2020-06-14 22:00:00,2019P137,9.81997,82.48939,-0.1055192079508194,-0.0036369902014168,0.1055818684447925,-995.076743068234,2.438999891281128,-6.4019999504089355,665911.3609454128,-469401.2813854864,,,,,,,,
2020-06-14 23:00:00,2019P137,9.79931,82.4894,-0.0555956504967514,-0.006804840857964,0.0560105544809115,-999.503892155908,3.0409998893737793,-6.392000198364258,665741.1697421964,-469640.7415017693,,,,,,,,
2020-06-15 00:00:00,2019P137,9.79182,82.48894,-0.0049744095770296,-0.0282519053399131,0.0286864934416086,-999.8789590897762,3.677000045776367,-5.830999851226807,665720.6532283204,-469756.6151617824,,,,,,,,
2020-06-15 01:00:00,2019P137,9.79679,82.48753,0.0368289957923344,-0.0577086374762279,0.0684591978512346,-997.4899254070332,4.419000148773193,-6.21999979019165,665886.7219493827,-469787.28318085405,,,,,,,,
2020-06-15 02:00:00,2019P137,9.81046,82.48512,0.0582388094517229,-0.0821850322783806,0.1007280420585675,-988.398940979844,4.889999866485596,-6.85099983215332,666213.0292913934,-469779.47032951575,,,,,,,,
2020-06-15 03:00:00,2019P137,9.82626,82.48209,0.0618971847918709,-0.0972943243298369,0.1153145568952962,-972.632497681754,5.02400016784668,-7.239999771118164,666611.9618981337,-469785.59962984885,,,,,,,,
2020-06-15 04:00:00,2019P137,9.84177,82.47868,0.0643987374003042,-0.1068116030220402,0.1247233575513875,-955.8265680568164,5.145999908447266,-7.021999835968018,667042.3656773278,-469818.723521766,,,,,,,,
2020-06-15 05:00:00,2019P137,9.85882,82.47502,0.0722668091467489,-0.1136099266003682,0.1346466008720372,-939.7835290291288,5.4730000495910645,-7.269000053405762,667507.7035232851,-469849.36186166765,,,,,,,,
2020-06-15 06:00:00,2019P137,9.87829,82.47116,0.0814901365652984,-0.1198046241817362,0.1448923404903035,-922.6047256703564,5.3470001220703125,-6.436999797821045,668010.7601507542,-469864.068436249,,,,,,,,
2020-06-15 07:00:00,2019P137,9.89998,82.46709,0.0916187349898758,-0.1285671171399743,0.1578717714185439,-904.3773639268944,5.570000171661377,-6.285999774932861,668550.8001063842,-469865.72062620387,,,,,,,,
2020-06-15 08:00:00,2019P137,9.92454,82.46265,0.1059874027080751,-0.1438252299320944,0.178658966463549,-889.610687014204,5.581999778747559,-6.589000225067139,669147.4126647589,-469856.6450962753,,,,,,,,
2020-06-15 09:00:00,2019P137,9.95345,82.45757,0.1230198988674828,-0.1667900303074266,0.2072505964462298,-878.6966746926247,5.020999908447266,-6.632999897003174,669836.8075801941,-469836.2740545136,,,,,,,,
2020-06-15 10:00:00,2019P137,9.98656,82.45161,0.1363570406874499,-0.1958006462044786,0.2386024635227605,-849.6949654425928,5.131999969482422,-9.635000228881836,670639.1935441575,-469821.09985574114,,,,,,,,
2020-06-15 11:00:00,2019P137,10.02214,82.44461,0.149207573902953,-0.233117819394635,0.2767793666972212,-833.2870595889885,4.823999881744385,-10.354999542236328,671554.738636132,-469841.0653490181,-1050.268277198309,1961.0225870067952,-471.5526277494738,914.5224139823407,-578.7156494488353,1046.5001730244544,,
2020-06-15 12:00:00,2019P137,10.06165,82.43618,0.1576269925918331,-0.2834363879754089,0.324318446626294,-817.475261328556,5.117000102996826,-10.265000343322754,672630.3197403242,-469903.0382912323,-654.7241015438922,2312.1114245869103,-327.76255806520163,1151.204661923023,-326.96154347869054,1160.9067626638873,0.04712520401619597,0.05277675879578565
2020-06-15 13:00:00,2019P137,10.10138,82.42585,0.1345435420426237,-0.3463063544948184,0.3715239640573218,-816.190439169586,5.186999797821045,-11.37600040435791,673877.6345517843,-470079.4201749043,-104.05080555914901,2580.4143244760926,-132.2511588328628,1294.5150773119974,28.2003532737138,1285.8992471640952,0.06010538042445765,0.02235082961533512
2020-06-15 14:00:00,2019P137,10.12921,82.41326,0.0689610849061412,-0.4079543860666008,0.4137419634777323,-808.8012517121359,4.335000038146973,-10.145000457763672,675229.5518022726,-470535.0753031086,541.4353381420951,2602.6249228844536,104.99618099089344,1312.1306351534358,436.4391571512017,1290.4942877310177,0.06881459816643397,-0.014807635373774575
2020-06-15 15:00:00,2019P137,10.13598,82.39885,-0.0259889400193927,-0.4457149673228636,0.4464720115516234,-774.7892030593645,3.625,-9.560999870300291,676571.3739142056,-471351.37320201355,1175.0697807734832,2296.238997389388,363.2139479654617,1187.9001026208205,811.8558328080214,1108.3388947685673,0.07062113586279262,-0.05346396492456148
