frequency,2019P144,2019O3,2019T68,2019T69,2019P92,2019P192,2019P90,2019T56,2019O1,2019V3,2019P191,2019P142,2019P195,2019O5,2020R10,2020R11,2019O4,2019P209,2019P194,2020M29,2019P157,2019P155,2019P196,2019O6,2020R12,2019P197,2020S99,2019P140,2020P215,2020T73,2019S86,2019S93,2020P228,2020P214,2019P124,2020P216,2019R9,2020P160,2019R8,2020P217,2019P125,2020T75,2020T61,2020P213,2020E1,2019S94,2019S81,2020T74,2020T76,2020P210,2020E2,2019S96,2020E3,2020P211,2020T77,2019P123,2019P137,2020P220,2019P139,2019P105,2020T79,2020P226,2020P186,2020P227,2019P103,2020P219,2020P225,2019F2,2020P185,2020P218,2019P102,2019P206,2020S97,2019P199,2019P204,2019T62,2019P205,2019P198,2019P201,2019T67,2019T66,2019P200,2019P148,2019P202,2019T70,2019T64,2019T58,2019T59,2019T65,2019P203
0.10762331838565023,1.60250467759514e-05,1.7841906652823897e-05,2.4210941697527808e-05,2.208302475778217e-05,2.484103755064238e-05,2.4947741031226527e-05,1.6819619379063686e-05,2.18794345369865e-05,2.421817955349359e-05,1.783350133375067e-05,2.4839022422133507e-05,2.4029555144217173e-05,2.2325118817593514e-05,1.6047305829419885e-05,2.162706079900984e-05,2.181570441950246e-05,1.8774249991957728e-05,2.3482100293359507e-05,2.3605173891775347e-05,2.181926208778044e-05,1.1689155119094081e-05,3.5941910980319256e-05,1.9096045693471903e-05,1.9815138742988207e-05,1.8945299296959506e-05,2.302139414954031e-05,2.358176255495615e-05,1.791062837082881e-05,1.9254028431041035e-05,2.1126344739501815e-05,1.9829405092906125e-05,2.2437837186893068e-05,1.240307943006728e-05,2.1879866083014654e-05,1.7384516349266148e-05,2.3218902207866806e-05,2.2419233387359596e-05,5.1924134256860166e-06,2.356644770730633e-05,2.2179206933240765e-05,1.5349059891963315e-05,2.1725443022486588e-05,2.17080134441851e-05,2.5010877377991873e-05,2.1611790447129016e-05,1.8947185270641842e-05,1.7831514220599833e-05,2.2265759895077717e-05,1.8642904600718854e-05,2.485213416048263e-05,2.1620833418095454e-05,2.182469775332328e-05,2.1819930026176882e-05,2.689912963889786e-05,2.228494976446557e-05,1.2181936048160604e-05,2.319988449762942e-05,2.3263820483623718e-05,1.9023429496174937e-05,2.3247228423663878e-05,2.1694227213103004e-05,2.1667015925237272e-05,1.8108216505685806e-05,2.1780285754726347e-05,2.069175773186055e-05,1.7956642046889174e-05,2.1755515146672343e-05,2.2440122438971005e-05,2.2701980641312516e-05,2.033141325366254e-05,1.6711162006323636e-05,1.9210261247485976e-05,2.1634096328767377e-05,2.2578558534869034e-05,2.2046504433427312e-05,2.1827921918252784e-05,2.319609524376596e-05,1.808900397684084e-05,2.2165000069416947e-05,2.3576499927164406e-05,2.168648036567279e-05,1.9180322651522368e-05,2.1434591734226287e-05,2.318980571355996e-05,1.897150905277843e-05,1.9813588780058286e-05,1.8784556369835445e-05,1.7840818527454626e-05,2.2451401914780075e-05,1.7916099104180235e-05
0.16143497757847536,3.3345884502129986e-05,4.000117005921365e-05,5.233804952804383e-05,4.701717603528764e-05,5.425149607029322e-05,5.477796645841279e-05,3.761926303089716e-05,4.699996139681616e-05,5.234321639843904e-05,3.9974328069333446e-05,5.371435655913712e-05,5.245300853396608e-05,4.84333975328725e-05,3.477988119342236e-05,4.648977813320517e-05,4.703763151243651e-05,4.2916455221151465e-05,5.096855524991414e-05,5.060387557617103e-05,4.705511859669582e-05,1.2982932067494994e-05,7.711925183621467e-05,4.280126286734908e-05,4.337297345820975e-05,4.263316674177949e-05,4.9557213630749565e-05,5.153013237734763e-05,4.021959134168786e-05,4.125947470223226e-05,4.492675094518003e-05,4.3361730174678086e-05,4.862982682906862e-05,2.6170730096235423e-05,4.6706552160561166e-05,3.8739790184425206e-05,5.0775336621494616e-05,4.86040883150538e-05,9.881203374716935e-06,5.1462481221674186e-05,4.926024498688079e-05,3.195387839728998e-05,4.693280135196667e-05,4.69366769620351e-05,5.1231931929936925e-05,4.667920289539779e-05,4.263427051660901e-05,4.000062874004977e-05,4.8075458371359027e-05,4.0044070801295326e-05,5.3803601241769865e-05,4.64694376938119e-05,4.706773931256961e-05,4.707927156256178e-05,5.6451343502651256e-05,4.816316431227307e-05,3.548192988481093e-05,5.1271658708954404e-05,5.071608409251656e-05,4.164435181762494e-05,4.882022286351742e-05,4.689568810430021e-05,4.682951155939975e-05,3.9536524392026664e-05,4.664047372900794e-05,4.485696250493932e-05,4.006868764501242e-05,4.694185731943856e-05,4.8612410555012745e-05,4.924544633078366e-05,4.401647695236986e-05,3.660127910448534e-05,4.3459898956989555e-05,4.675080847768067e-05,4.903456960214582e-05,4.746949117405556e-05,4.705705166090826e-05,5.032541836689348e-05,3.932922260424102e-05,4.80043970357007e-05,5.1478380190558497e-05,4.681065368617783e-05,4.16838858648919e-05,4.6135368016931834e-05,5.098404524110222e-05,4.263633688800832e-05,4.336855461796187e-05,4.291951644144981e-05,4.0023185988544654e-05,4.853272779127367e-05,3.927781051730863e-05
0.21524663677130046,3.7202099582066016e-05,4.7551596475186435e-05,6.708284033442502e-05,5.740527312803081e-05,7.031001504284167e-05,7.104137748721245e-05,4.551555904543585e-05,5.553800032484028e-05,6.709156404313374e-05,4.7501247556356475e-05,6.909487935744655e-05,6.668338929254243e-05,5.8282563397826644e-05,3.941475873592782e-05,5.488573094423027e-05,5.5699203766931364e-05,5.384960192685037e-05,6.38430614032548e-05,6.44247406595019e-05,5.573766819416236e-05,8.36644680233811e-06,9.894604785785366e-05,5.439721700576113e-05,5.60260296783035e-05,5.332161677836197e-05,6.157919491327107e-05,6.447810753666054e-05,5.049583908461494e-05,5.298735490693145e-05,5.3248167157655484e-05,5.598889424856593e-05,5.84572959985016e-05,3.429964563548033e-05,6.205864222181657e-05,4.9275852462983393e-05,6.282928783928979e-05,5.837721151308985e-05,9.58873685014186e-06,6.4395714276887e-05,5.8223654273733426e-05,3.456110756286391e-05,5.572977456388846e-05,5.572679575000454e-05,5.5588438778916836e-05,5.5364973125496444e-05,5.3313788878072386e-05,4.753614159283609e-05,5.763400860966163e-05,4.75338667204289e-05,6.762977941346132e-05,5.4830077554354034e-05,5.573935054182554e-05,5.577202857376962e-05,6.534470569731111e-05,5.831174354417882e-05,5.930209874600381e-05,6.397375863758669e-05,6.0964530616181745e-05,5.161726326328172e-05,6.109726849340535e-05,5.567290679013003e-05,5.558398713261855e-05,4.6339275745774824e-05,5.48251671197004e-05,5.317343510377483e-05,5.0359986222367224e-05,5.553101641668453e-05,5.843339010087284e-05,6.0071678312763896e-05,5.2478513642970396e-05,4.310054559373373e-05,5.473465677927055e-05,5.550895687913657e-05,5.945414417910076e-05,5.647081366301561e-05,5.573372651668399e-05,6.228883631157628e-05,5.072641055240582e-05,5.741437259490101e-05,6.441403808766278e-05,5.552083019276601e-05,5.20557321176854e-05,5.908331914775024e-05,6.334529480718392e-05,5.332948902407492e-05,5.6016513001287995e-05,5.3851618579342395e-05,4.758514161103945e-05,5.816938569203833e-05,5.031544849466011e-05
0.26905829596412556,9.720398231995078e-05,0.0001064498778961579,0.00014795304594229913,0.00014070708632628364,0.00015071163664338736,0.00015048006708054686,0.00011889856214560353,0.00012928765696928096,0.0001480037542398763,0.00010637139260438531,0.00014935571994984317,0.0001462298006747744,0.00013289089405325565,9.627915167975117e-05,0.0001285192645314354,0.0001291712515608494,0.00012576626817245392,0.00014366499240631327,0.0001477587995043822,0.00012931959722762708,8.651976447121016e-06,0.00013742926997849087,0.00013687647239460837,0.00014482237288683116,0.0001309556163498269,0.0001428925079607446,0.00014269237036801413,0.00011866524750604904,0.0001470536506581972,0.00012121996321285336,0.0001447168681928494,0.00013252913363697526,3.3468999373733e-05,0.00016275339488599689,0.0001256193351915964,0.00013653662498657232,0.00013229622998001025,8.008168734933884e-05,0.00014268792681384413,0.00011944994984801083,9.394451116706867e-05,0.00012975606744137223,0.0001296354966071346,0.00010164545184860552,0.0001293735936393804,0.00013094989952784872,0.00010640264239396246,0.00013202975113098776,0.00010989654816675275,0.00014148762294624497,0.00012847772593839205,0.00012928292511588858,0.00012924779467534843,0.00011269006255708915,0.00013797635017560465,7.1164518869668e-05,0.00013608241801633453,0.00012694344496537742,0.00012705419452680374,0.00015048386202447936,0.00012958881406074336,0.00012941090609070024,0.00010490997084598224,0.0001283622292947591,0.00012222014973589594,0.00012013676706641984,0.00012881763755563248,0.0001325376563528664,0.0001390184710613344,0.0001170371825866905,0.00010076298678645368,0.00013145853564918832,0.0001295738170757353,0.00013528800104199097,0.0001301268044234008,0.0001293055182788942,0.00014155746898313897,0.00013108185966347443,0.00013170523046828606,0.00014268026267598327,0.00012966656636325197,0.00012751306349611033,0.00015285173703225304,0.00014107097766359987,0.00013085624728289094,0.0001447979454122634,0.0001257763905252693,0.00010648111886651826,0.00013181149771560765,0.00012909288955644592
0.3228699551569507,0.0003700591266230684,0.0003872214337908407,0.00038264547542491713,0.0003992533727284763,0.00038027582751514144,0.0003795616843507263,0.00043295051536389764,0.00038082016489793106,0.0003827786846163046,0.00038712541273830663,0.0003775376157348628,0.00038162798424531096,0.00038806049215150084,0.0003702828665566608,0.0003799702306110864,0.00037868198870551217,0.0004160583120121849,0.00038855202143773415,0.0003888526044498427,0.0003789409821013482,3.6456713763068e-05,0.0002672385449199687,0.0004319077859390627,0.00043287604961570364,0.0004222076132514689,0.00039186301731229407,0.0003867181772798622,0.00041094439871097683,0.0004418747036722627,0.0003758158068505854,0.00043262474151644053,0.0003893217303810525,2.487286482115501e-05,0.0004377374152147668,0.000400983576996002,0.00038339998653534336,0.0003893756263297783,0.00041733604739105617,0.00038672517630379544,0.0003669409074421156,0.0003729934747991357,0.00038206555587997753,0.00038218373047566793,0.0003071684352817643,0.0003828253430234974,0.00042238961199725074,0.0003872320984254296,0.0003830298486367886,0.0003736150119256561,0.00037177188353554785,0.00037928404014669903,0.0003790869120184423,0.000378798750048964,0.00030312437935209547,0.0003976856182146399,5.004548062532173e-05,0.00037833370867458805,0.0003692656691551131,0.0004248738154538783,0.0004067209176819481,0.00038211888093040293,0.0003815359238638216,0.00036844475164109376,0.000378079338556969,0.0003734709525693557,0.00041386772928301804,0.00038207215085637075,0.0003894742967785171,0.00039384415716811253,0.0003830857814793081,0.0003705233799817696,0.0004196858081041411,0.00038280989505594935,0.00039042249121445125,0.00038051732867723883,0.00037895031078178173,0.00039054974606214,0.00042693110700876613,0.00038717488411666785,0.0003866271458244724,0.00038253674088255816,0.00042052360009163834,0.0004321313655185903,0.0003906762555038498,0.00042200063509755014,0.00043283465175395896,0.0004160505785737929,0.00038724439331774845,0.00038729599434666426,0.00042579284459743526
0.3766816143497758,0.0005885542293465437,0.0006068166667830442,0.0005342239899461151,0.0005695469715674247,0.0005263357230893053,0.0005264499091366223,0.0006951903806171221,0.000545517014733392,0.0005344830092890621,0.0006066199900105262,0.0005217208449670345,0.0005330646032331014,0.0005557804753225055,0.0005964531876123199,0.0005461434388649622,0.0005447834313435971,0.0006433241147336916,0.0005512918847172544,0.0005428902454359346,0.0005451369662886272,0.00014475591869266924,0.00034529085970552606,0.0006487069279000283,0.000633871139839118,0.0006401555285318741,0.0005571859252280014,0.0005510422532046659,0.0006570561163587691,0.0006376655716938501,0.0005529683954441986,0.00063353498680087,0.0005600108808230676,4.142749567912791e-05,0.0006097176460017799,0.000631163850674692,0.0005477241483348352,0.0005606040145832894,0.0007835047030323688,0.0005508878738429607,0.0005366312737227621,0.0005993952360029157,0.0005498844894300634,0.0005503449490700496,0.00043912124083282406,0.0005512103923320365,0.000640749402213721,0.000606868178873939,0.0005465277027390045,0.0005794588099562627,0.0005186193050913653,0.0005446255427226652,0.0005453844840896968,0.000545393305935146,0.00042612010051734796,0.0005732127450261468,6.466074089034011e-05,0.0005378213825510731,0.0005315993070154812,0.0006603751617772194,0.000571772213398055,0.0005495866942905275,0.0005486992022236274,0.0005744075001904383,0.0005406389049787408,0.0005449598651064234,0.0006614020391994136,0.000551530535669254,0.0005602498123102882,0.0005661841523343785,0.0005759632247225556,0.0005939349151040331,0.0006359683680055244,0.0005506576813583267,0.0005587461822395515,0.0005446364690016878,0.0005451048376514838,0.0005579760913237109,0.0006582011166127429,0.0005551718422003745,0.0005507756442889145,0.0005506110184912423,0.0006520633376211937,0.0006163447058620943,0.0005585716169069666,0.0006401896367000658,0.0006337255321942776,0.0006433469304511005,0.0006066554728793652,0.0005569286751017715,0.0006600160306622208
0.4304932735426009,0.0007628435746682962,0.0008031908162028131,0.0007363454656686273,0.0007821637708246564,0.0007276923018880365,0.0007275209071468837,0.0009155884510551795,0.0007340987448969336,0.0007368543026171913,0.0008029338021157055,0.000726669289404446,0.0007331192716831058,0.0007453370341479517,0.0007769927803248314,0.0007373522875315354,0.0007412183390324471,0.0008849696700132389,0.0007555874068181864,0.0007476063226583363,0.0007416905660857932,0.000337786310414715,0.0004857581226608838,0.0008925580110203215,0.0008637934483905734,0.0008805687597262467,0.0007669598980561021,0.0007571222707678134,0.0008799219160505791,0.000864122949084511,0.0007284092264770196,0.0008636238289467522,0.0007540076537470697,5.350587712575717e-05,0.0008520209864114469,0.000872897770836625,0.0007394978075757954,0.0007547962688240612,0.0009537896286355853,0.0007565060477898957,0.0007115017526065579,0.0007748396951785733,0.0007440770048596883,0.0007446559623413822,0.0005690089778274653,0.0007454548737889382,0.0008817827984456342,0.0008032920228203015,0.0007329823372159781,0.0007807674452134341,0.0006931015439673648,0.0007358242596372511,0.0007417756121418886,0.0007430355124901717,0.000564290849575956,0.0007901456311406986,5.079168663327124e-05,0.0007277743923467773,0.0007146941613214449,0.0008966328289350978,0.0007805760667667806,0.0007416131447985283,0.00074088016172413,0.0007674094254908884,0.0007253603527706442,0.0007253695570919852,0.0008822704418401683,0.0007460827283163373,0.0007541560820613618,0.0007800652056365437,0.0007480036558130387,0.0007820203217187171,0.0008782155047395617,0.0007432011621069485,0.0007512698795202133,0.0007322477799227578,0.0007416166801774135,0.0007678560643059498,0.0008676841111959582,0.0007456695360809983,0.0007565434655347702,0.0007452413515560114,0.00088079900696132,0.0008695633117883629,0.0007623698759518919,0.0008813024223346172,0.0008635632915832821,0.0008851080162646937,0.0008027303645991806,0.0007495753003192198,0.0008718672534075103
0.484304932735426,0.0008095076323475994,0.0008573396707428081,0.0007980452854783931,0.0008437168500626661,0.0007917566067326725,0.0007877767574525923,0.0009764921800531502,0.0007613566815427272,0.0007982871791582833,0.0008571209155625441,0.0008035969413564026,0.0007889204380099146,0.0007682076547437918,0.0008182244799606983,0.0007603910651511118,0.0007738310850199305,0.000984685718744245,0.0008049437962415453,0.0008080185658020139,0.0007744534260037935,0.0005026132309023182,0.0005937927255076878,0.0009828054800627675,0.000951033848147834,0.0009781512900976716,0.0008199923001382412,0.000804668161801217,0.0009686591587236023,0.0009550419876277698,0.0007423908347971852,0.0009511618765284627,0.0007792432095452251,5.7371761257099346e-05,0.0009826892494346985,0.0010736455954302104,0.0007746206506227692,0.0007790760724235799,0.0008780922642602238,0.0008039005591918435,0.0007153514202650902,0.0008107830553857588,0.0007714504654444743,0.0007720285801311573,0.0005625474304034861,0.0007722853775613216,0.0009795037635157795,0.0008576469883835049,0.0007592937772725468,0.0008494204549529394,0.0007428071248008409,0.0007590615387714961,0.0007742297548575984,0.0007765849684760684,0.0005845380304210491,0.0008359541604961328,4.810598701080048e-05,0.0007725354932981052,0.000740631215916309,0.0010009140778873835,0.00082564246959903,0.0007662241332132712,0.000767028666166879,0.0008253414818957004,0.0007462115094574748,0.0007531784585955222,0.0009714415436403609,0.0007680015432850018,0.0007794783279425424,0.0008269155288957199,0.0007681021696245474,0.0008317059462457638,0.000978025443513519,0.0007687426953977085,0.0007803363999424835,0.0007586235445619156,0.0007741826567266099,0.0008166657860868121,0.0009546908570613367,0.0007713294128604511,0.0008039630614866104,0.0007730064926195355,0.0009836704634213274,0.0009775642626733195,0.0008005828320462272,0.000979336931438867,0.0009506774550381719,0.0009845031786824764,0.0008565190194542655,0.0007738895332871312,0.0009575730039715278
0.5381165919282511,0.0007253922744645217,0.0007558788474042499,0.000737245890677973,0.0007683150965404458,0.0007365220093183462,0.0007281459019693406,0.0008691785122969687,0.0006752792368121475,0.0007369484059571382,0.0007557990685376326,0.0007561890460359338,0.0007216734749866545,0.0006761475955425168,0.0007161701460474336,0.000667670454916892,0.0006821147206749872,0.0009038138436934324,0.0007214923403662088,0.0007426741025783538,0.0006827411432935178,0.00043394660174937466,0.0006326771918673551,0.0009088956951299268,0.000897084202544754,0.0009111465411564769,0.0007347184393428952,0.000716318973621295,0.0008807659144801081,0.0009166708952734571,0.0006415140685094658,0.0008972315883768648,0.0006845594773802437,3.442913648570044e-05,0.0009714495393705338,0.0010436842265226112,0.0006911555527560018,0.0006842188872296875,0.0006361263186738874,0.000715756225500375,0.0006086656822730799,0.0007149267721907537,0.0006793429382305235,0.0006799042954827168,0.0004921654848671031,0.0006807175768369319,0.0009118311789476664,0.0007562607092937785,0.0006766685668962927,0.0007533804163572261,0.000697632650567433,0.0006662074264401882,0.0006825898985295024,0.0006845951049634446,0.000534690998228316,0.0007371833247078955,1.839105731838265e-05,0.0007020825493696436,0.000650225401066966,0.0009100975499793031,0.0007420148155627129,0.0006747518785834367,0.0006764374818646388,0.000725642527047158,0.0006581124781998894,0.0006635270049317496,0.0008877178114614772,0.0006740916820233336,0.0006847479746937102,0.0007309387241947846,0.0006590541413017235,0.0007323830357391311,0.0009113859941560367,0.0006781198512095957,0.0006938851107466858,0.0006733659738378739,0.0006824056211369531,0.000726577700644725,0.0008914757662148244,0.0006822176415708536,0.000715759346678208,0.000681006663893501,0.0009021544399559127,0.0009219617890991745,0.000706969241328859,0.0009117749535402168,0.0008966991382824141,0.0009031841619715542,0.0007550561441754737,0.0006789574075461663,0.0008870530506425084
0.5919282511210763,0.0005137094011923103,0.0005363189665072626,0.00044958003450692357,0.00048190831751591576,0.0004490015100793035,0.00044083059598461866,0.0006109584175218736,0.0004187852882890235,0.00044884902393220883,0.000536241442058473,0.0004669952219036813,0.00043539267973720353,0.0004255255093326178,0.000502206820754496,0.000406289441914859,0.00041444718474506134,0.0006233383766502558,0.0004339537728961606,0.0004525958916197432,0.0004147147833428748,0.0003498720029733466,0.0004399933047997918,0.0006077371580784006,0.0005985061913252619,0.0006233916814252672,0.00044299871402233144,0.0004278251074286539,0.0006178915735234344,0.0006254305190031631,0.0004048280099301047,0.0005985205695444499,0.00043133542558209466,1.759121306320113e-05,0.0006638082234410367,0.0007518442094562216,0.00043207290063275715,0.0004305359699609058,0.0004683490635208324,0.00042765418145196865,0.0003868559147137555,0.0005072079868644695,0.0004147956372388737,0.0004154342186518891,0.0003059486043232878,0.0004171606985671802,0.0006234214344492026,0.0005365841153701663,0.00042266396768427715,0.0005029891936674303,0.00044951765274845926,0.00040466647295452513,0.00041478309773687784,0.00041561883498344163,0.0003346323805245696,0.0004454577498319253,4.7658829769306376e-05,0.0004436558922231636,0.0004103623363764663,0.0006330300824329423,0.0004442778644510866,0.00041261751838404646,0.0004142713183432386,0.000488551081438564,0.00040323685979631613,0.00041079274745611414,0.0006291821056629975,0.0004102633968948016,0.0004315670350843898,0.0004404163237070821,0.0004338384820222759,0.0005032304038271974,0.0006217116706680395,0.00041627762454409504,0.0004363879308802311,0.0004168625716715548,0.00041450171471181616,0.00043585160269691756,0.0006221188132711292,0.00043056612940963574,0.0004274934214946287,0.00041624740978346493,0.0006288775816492,0.0006048729268570665,0.00042423538232148233,0.0006235217396533193,0.0005981839701652789,0.0006226999229920788,0.0005357578467367948,0.000426982763208802,0.0006186202421637413
