floe_id,datetime,latitude,longitude,x,y
107,2011-04-13 11:37:15,80.49938,-1.18163,714146.8,-744227.5
107,2011-04-13 12:54:03,80.47054,-1.19475,716153.7,-746661.4
107,2011-04-14 12:20:03,80.35717,-1.26305,723810.7,-756447.4
107,2011-04-14 13:36:56,80.32051,-1.28948,726224.4,-759671.1
138,2011-04-16 13:24:43,75.9229,-19.12726,668673.7,-1378748.2
138,2011-04-17 11:12:42,75.9229,-19.12726,668673.7,-1378748.2
138,2011-04-18 11:55:27,75.91925,-19.12468,668910.9,-1379079.0
138,2011-04-18 13:12:30,75.9229,-19.12726,668673.7,-1378748.2
152,2011-04-17 11:12:42,77.73864,-6.82302,823996.3,-1047978.5
152,2011-04-17 14:07:31,77.71361,-6.85398,825123.1,-1050579.7
152,2011-04-18 11:55:27,77.54157,-7.11381,831924.5,-1069185.6
152,2011-04-18 13:12:30,77.5351,-7.11634,832312.4,-1069781.5
173,2011-04-19 12:38:17,70.60548,-24.47279,743536.3,-1985802.9
173,2011-04-19 13:55:20,70.60428,-24.47183,743616.7,-1985916.0
173,2011-04-20 11:43:09,70.60557,-24.47304,743524.1,-1985796.7
173,2011-04-20 13:00:15,70.60529,-24.47215,743565.9,-1985814.6
173,2011-04-21 12:25:57,70.60528,-24.47206,743569.7,-1985815.3
173,2011-04-21 13:43:07,70.60515,-24.47168,743587.7,-1985822.9
173,2011-04-23 12:13:46,70.60508,-24.47142,743599.6,-1985827.7
173,2011-04-23 13:30:54,70.60496,-24.47109,743615.7,-1985835.0
173,2011-04-25 12:01:34,70.60343,-24.46364,743933.5,-1985898.2
173,2011-04-25 13:18:41,70.62095,-24.47005,743027.3,-1984154.5
183,2011-04-21 12:25:57,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-21 13:43:07,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-22 11:30:57,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-23 13:30:54,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-24 11:18:46,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-24 14:13:41,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-26 12:44:25,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-26 14:01:29,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-27 11:49:18,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-27 13:06:26,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-28 13:49:17,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-29 11:37:05,75.92431,-19.12981,668545.1,-1378639.2
183,2011-04-29 12:54:11,75.92691,-19.12921,668434.4,-1378374.5
183,2011-04-30 12:19:55,75.9229,-19.12726,668673.7,-1378748.2
183,2011-04-30 13:37:04,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-01 14:19:50,75.92433,-19.12807,668585.7,-1378616.2
183,2011-05-02 12:07:40,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-02 13:24:50,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-03 11:12:39,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-03 14:07:37,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-04 11:55:25,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-04 13:12:35,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-05 12:38:17,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-05 13:55:24,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-06 13:00:20,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-07 12:26:01,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-07 13:43:11,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-08 11:30:57,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-08 12:48:04,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-09 12:13:45,75.9229,-19.12726,668673.7,-1378748.2
183,2011-05-09 13:30:57,75.9229,-19.12726,668673.7,-1378748.2
199,2011-04-26 12:44:25,70.60168,-24.47236,743699.9,-1986193.8
199,2011-04-26 14:01:29,70.60805,-24.474,743394.4,-1985551.3
199,2011-04-28 12:32:10,70.60605,-24.47437,743459.6,-1985764.9
199,2011-04-28 13:49:17,70.60599,-24.47421,743467.5,-1985768.4
203,2011-04-26 14:01:29,73.68332,-19.86845,755581.3,-1610683.9
