floe_id,datetime,latitude,longitude,x,y
2,2016-03-31 12:38:54,78.20807,-17.48262,592183.4,-1136731.9
2,2016-03-31 13:55:37,78.21213,-17.45488,592528.4,-1136051.2
2,2016-04-01 11:43:49,78.20642,-17.46278,592660.8,-1136687.6
2,2016-04-01 13:00:32,78.21244,-17.49454,591726.2,-1136431.2
6,2016-03-31 12:38:54,73.24802,-20.73688,750852.7,-1665812.2
6,2016-03-31 13:55:37,73.24737,-20.73479,750942.8,-1665849.8
6,2016-04-01 11:43:49,73.24797,-20.73612,750876.6,-1665806.8
6,2016-04-01 13:00:32,73.24708,-20.73447,750965.3,-1665875.0
6,2016-04-02 12:26:40,73.24757,-20.73543,750914.8,-1665838.0
6,2016-04-02 13:43:23,73.24741,-20.73395,750965.4,-1665834.7
6,2016-04-04 12:14:27,73.24687,-20.73466,750969.5,-1665899.0
6,2016-04-04 13:31:09,73.24663,-20.7331,751025.5,-1665902.1
9,2016-03-31 12:38:54,76.24312,-11.84259,818857.0,-1253377.3
9,2016-03-31 13:55:37,76.23883,-11.84835,818988.3,-1253853.4
9,2016-04-01 11:43:49,76.19716,-11.97381,818736.0,-1259482.2
9,2016-04-01 13:00:32,76.19524,-11.9814,818683.8,-1259767.1
9,2016-04-02 12:26:40,76.17858,-11.89752,821526.5,-1260100.0
9,2016-04-02 13:43:23,76.17875,-11.86957,822131.3,-1259683.9
9,2016-04-03 11:31:37,76.12541,-11.84897,825788.6,-1264294.5
16,2016-03-31 12:38:54,75.2674,-15.35185,793671.9,-1394385.5
16,2016-03-31 13:55:37,75.26472,-15.35552,793728.5,-1394692.6
16,2016-04-01 11:43:49,75.20035,-15.43394,795315.2,-1401940.9
16,2016-04-01 13:00:32,75.19882,-15.43657,795333.9,-1402123.8
18,2016-03-31 12:38:54,75.38041,-16.04264,770781.5,-1392970.2
18,2016-03-31 13:55:37,75.3782,-16.04369,770873.9,-1393197.5
18,2016-04-01 11:43:49,75.32608,-16.09473,772404.7,-1398904.6
18,2016-04-02 12:26:40,75.29874,-16.12546,773107.1,-1401953.4
18,2016-04-02 13:43:23,75.30026,-16.11296,773332.4,-1401638.2
18,2016-04-03 11:31:37,75.2628,-16.21184,772897.6,-1406584.2
19,2016-03-31 12:38:54,75.48886,-14.2031,808990.3,-1357261.0
19,2016-03-31 13:55:37,75.48367,-14.20629,809207.2,-1357796.3
19,2016-04-01 11:43:49,75.40841,-14.30848,811010.6,-1366358.0
19,2016-04-01 13:00:32,75.40536,-14.30854,811180.4,-1366647.6
19,2016-04-02 12:26:40,75.38903,-14.26365,813169.0,-1367555.6
19,2016-04-02 13:43:23,75.39117,-14.24967,813382.2,-1367154.8
19,2016-04-03 11:31:37,75.34237,-14.34869,813755.9,-1373178.2
20,2016-03-31 12:38:54,75.9229,-19.12726,668673.7,-1378748.2
20,2016-03-31 13:55:37,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-01 11:43:49,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-01 13:00:32,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-02 12:26:40,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-02 13:43:23,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-03 11:31:37,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-03 12:48:16,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-04 12:14:27,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-04 13:31:09,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-05 11:19:26,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-05 14:13:56,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-06 12:02:14,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-06 13:18:55,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-07 12:45:08,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-07 14:01:44,75.9229,-19.12726,668673.7,-1378748.2
20,2016-04-08 11:50:02,75.92511,-19.13351,668417.6,-1378602.8
20,2016-04-08 13:06:40,75.9229,-19.12726,668673.7,-1378748.2
21,2016-03-31 12:38:54,75.195,-13.49063,842705.9,-1374666.2
21,2016-03-31 13:55:37,75.19051,-13.50088,842718.4,-1375238.5
21,2016-04-01 11:43:49,75.12816,-13.55436,845015.2,-1381880.6
21,2016-04-01 13:00:32,75.12641,-13.55549,845088.8,-1382062.1
21,2016-04-02 12:26:40,75.14897,-13.4048,847419.2,-1377718.9
21,2016-04-02 13:43:23,75.15004,-13.38995,847714.7,-1377399.0
36,2016-03-31 12:38:54,76.59628,-9.72833,842147.3,-1190655.4
36,2016-03-31 13:55:37,76.58565,-9.73279,842727.9,-1191673.0
36,2016-04-02 12:26:40,76.55619,-9.30188,853553.8,-1187928.0
36,2016-04-02 13:43:23,76.55808,-9.26876,854118.9,-1187265.7
37,2016-03-31 12:38:54,73.78567,-19.68383,755933.1,-1598021.6
37,2016-03-31 13:55:37,73.78583,-19.68231,755968.0,-1597985.5
37,2016-04-01 11:43:49,73.78605,-19.68335,755928.9,-1597978.0
37,2016-04-01 13:00:32,73.78712,-19.68014,755967.9,-1597828.7
37,2016-04-02 12:26:40,73.78628,-19.68231,755947.0,-1597941.3
37,2016-04-02 13:43:23,73.7869,-19.68035,755972.1,-1597853.1
37,2016-04-03 11:31:37,73.78898,-19.67464,756033.5,-1597570.4
37,2016-04-04 13:31:09,73.78544,-19.68542,755900.1,-1598066.3
37,2016-04-05 11:19:26,73.78757,-19.67978,755956.7,-1597779.0
37,2016-04-05 14:13:56,73.7887,-19.67474,756043.7,-1597599.8
42,2016-03-31 12:38:54,75.11281,-15.38825,801194.8,-1409684.5
42,2016-03-31 13:55:37,75.10986,-15.3914,801277.8,-1410011.0
42,2016-04-01 11:43:49,75.05311,-15.49203,801878.0,-1416854.5
42,2016-04-01 13:00:32,75.0522,-15.48987,801980.8,-1416911.5
42,2016-04-02 12:26:40,75.03895,-15.44524,803803.7,-1417555.2
42,2016-04-02 13:43:23,75.04017,-15.43112,804086.6,-1417240.2
42,2016-04-03 11:31:37,74.9999,-15.47518,805182.2,-1421717.1
45,2016-03-31 12:38:54,75.51739,-13.84069,815934.9,-1349430.5
45,2016-03-31 13:55:37,75.51298,-13.84612,816058.1,-1349923.4
45,2016-04-01 11:43:49,75.44029,-13.95751,817556.0,-1358359.0
45,2016-04-01 13:00:32,75.43833,-13.96092,817586.3,-1358592.1
45,2016-04-02 12:26:40,75.43432,-13.89226,819442.0,-1357989.6
45,2016-04-02 13:43:23,75.43726,-13.87695,819637.4,-1357493.4
49,2016-03-31 12:38:54,73.68525,-19.86207,755670.1,-1610406.7
49,2016-03-31 13:55:37,73.68521,-19.86198,755674.4,-1610409.2
49,2016-04-01 11:43:49,73.68527,-19.86177,755677.5,-1610400.5
49,2016-04-01 13:00:32,73.68524,-19.86182,755677.9,-1610404.9
49,2016-04-02 12:26:40,73.68527,-19.86177,755677.5,-1610400.5
49,2016-04-02 13:43:23,73.68518,-19.86149,755689.9,-1610406.5
49,2016-04-03 11:31:37,73.68611,-19.86155,755644.5,-1610314.0
49,2016-04-04 12:14:27,73.68657,-19.86417,755548.9,-1610302.2
49,2016-04-04 13:31:09,73.68524,-19.86195,755674.0,-1610406.0
49,2016-04-05 11:19:26,73.68546,-19.86368,755614.9,-1610406.6
52,2016-03-31 12:38:54,74.98921,-12.98753,866755.4,-1386427.1
52,2016-03-31 13:55:37,74.97507,-13.02043,866784.2,-1388245.8
52,2016-04-01 11:43:49,74.78016,-13.57056,864611.2,-1414825.1
52,2016-04-01 13:00:32,74.76968,-13.59783,864539.4,-1416222.2
52,2016-04-02 12:26:40,74.67038,-13.89321,862880.2,-1430029.7
54,2016-03-31 12:38:54,74.26708,-16.04987,829978.9,-1500400.2
54,2016-03-31 13:55:37,74.26276,-16.04463,830346.9,-1500741.3
54,2016-04-01 11:43:49,74.21159,-15.96287,835227.8,-1504490.8
54,2016-04-01 13:00:32,74.21067,-15.96686,835172.2,-1504637.6
55,2016-03-31 12:38:54,76.07308,-10.7189,853801.3,-1252513.2
55,2016-03-31 13:55:37,76.06602,-10.7257,854089.1,-1253254.9
55,2016-04-02 12:26:40,76.11292,-10.57538,854461.4,-1246759.8
55,2016-04-02 13:43:23,76.11861,-10.55411,854570.1,-1245926.3
55,2016-04-03 11:31:37,76.12242,-10.44156,856778.8,-1243900.7
61,2016-03-31 12:38:54,73.86953,-19.20557,765216.5,-1583319.0
61,2016-03-31 13:55:37,73.86461,-19.20752,765398.6,-1583833.8
61,2016-04-01 11:43:49,73.75868,-19.32223,767295.2,-1595905.8
61,2016-04-01 13:00:32,73.75851,-19.3217,767317.8,-1595915.4
65,2016-03-31 12:38:54,76.08049,-11.49323,836346.9,-1263258.1
65,2016-03-31 13:55:37,76.07776,-11.50246,836308.7,-1263642.5
65,2016-04-02 13:43:23,76.21011,-11.25775,833621.9,-1247968.6
65,2016-04-03 11:31:37,76.4196,-10.82034,830199.8,-1222535.1
66,2016-03-31 12:38:54,76.1144,-11.18025,841161.0,-1255574.9
66,2016-03-31 13:55:37,76.11109,-11.18266,841311.0,-1255912.8
66,2016-04-02 12:26:40,76.13503,-11.10175,841616.8,-1252540.5
66,2016-04-02 13:43:23,76.13851,-11.07626,841960.5,-1251848.7
67,2016-03-31 12:38:54,74.48754,-16.67397,802050.8,-1487949.8
67,2016-03-31 13:55:37,74.48632,-16.67951,801970.8,-1488146.0
67,2016-04-01 11:43:49,74.46213,-16.81679,799662.4,-1492414.1
67,2016-04-01 13:00:32,74.46114,-16.81517,799756.1,-1492487.3
70,2016-03-31 12:38:54,75.19404,-14.05016,829295.8,-1382920.7
70,2016-03-31 13:55:37,75.19073,-14.05497,829367.1,-1383303.4
70,2016-04-01 11:43:49,75.12493,-14.12424,831412.1,-1390522.8
70,2016-04-01 13:00:32,75.12344,-14.12287,831529.3,-1390643.3
70,2016-04-02 12:26:40,75.1409,-13.97094,834223.0,-1386786.7
70,2016-04-02 13:43:23,75.14375,-13.95727,834392.1,-1386318.7
73,2016-03-31 12:38:54,75.59048,-12.83712,835165.3,-1328127.2
73,2016-03-31 13:55:37,75.57968,-12.80908,836447.6,-1328723.5
73,2016-04-01 11:43:49,75.4254,-12.46687,853496.5,-1338013.3
73,2016-04-01 13:00:32,75.4174,-12.45512,854244.5,-1338580.1
73,2016-04-02 12:26:40,75.20448,-12.09957,875262.6,-1352927.7
73,2016-04-02 13:43:23,75.19396,-12.09168,876078.0,-1353779.1
80,2016-03-31 12:38:54,75.04386,-14.32988,830969.0,-1401175.0
80,2016-03-31 13:55:37,75.04069,-14.33265,831079.4,-1401515.8
80,2016-04-01 11:43:49,74.98037,-14.41476,832450.1,-1408424.2
80,2016-04-01 13:00:32,74.97958,-14.40977,832616.8,-1408426.2
84,2016-03-31 13:55:37,75.12802,-14.58665,819990.2,-1396893.5
84,2016-04-01 11:43:49,75.06439,-14.66929,821512.3,-1404121.8
84,2016-04-01 13:00:32,75.06324,-14.66714,821629.2,-1404200.5
