floe_id,datetime,x,y,latitude,longitude
15,2014-04-11 00:25:00,751326.3438914027,-669119.6108597285,80.73235544391285,3.312234956267226
22,2014-04-10 00:00:00,709608.1572212066,-1070773.15904936,78.1827214586866,-11.467311431667625
22,2014-04-10 01:20:00,709639.390070922,-1070983.7872340425,78.18095957719383,-11.471339353267453
22,2014-04-11 23:50:00,707628.9376114082,-1088073.614973262,78.0605165041311,-11.962027619076553
22,2014-04-12 01:05:00,707773.4898336413,-1088984.92051756,78.05281737470622,-11.978599857160129
35,2014-04-10 01:20:00,769307.8550724637,-1816021.5555555555,71.93934924746739,-22.04138420519503
35,2014-04-10 23:05:00,769250.892367906,-1815970.5949119374,71.93997238808831,-22.042330500898203
35,2014-04-11 00:25:00,769297.9768563163,-1816004.8235294118,71.93952282360095,-22.041458841783466
35,2014-04-13 00:10:00,769353.4686346864,-1815872.8782287822,71.94042266852703,-22.038479095933432
35,2014-04-13 23:35:00,769299.1340996169,-1815975.4559386973,71.93976246119597,-22.041095090613748
35,2014-04-15 00:20:00,769316.3323836657,-1815963.207977208,71.93980363944387,-22.040496233238628
35,2014-04-15 01:35:00,769307.816461684,-1815941.738883633,71.94001173712638,-22.04048073757385
59,2014-04-10 23:05:00,797236.7947838024,-1721383.0624571037,72.61780639812086,-20.149383228791827
59,2014-04-11 00:25:00,797166.9230769231,-1721095.2747252746,72.62042917963403,-20.147645037928736
59,2014-04-11 23:50:00,799630.4850065189,-1728932.5658409388,72.54687976199322,-20.17948123311906
59,2014-04-12 01:05:00,799655.1777625257,-1729080.2814001373,72.54557597552338,-20.18067211384651
59,2014-04-12 22:55:00,799519.3367543297,-1741550.0590121874,72.44387214391716,-20.34085923437069
59,2014-04-13 00:10:00,799533.6421818181,-1741330.9541818183,72.44561521757404,-20.337736990046018
59,2014-04-13 23:35:00,797079.754385965,-1755827.1228070175,72.33582498118123,-20.583730535088748
59,2014-04-14 00:55:00,797148.5668449198,-1756149.0802139037,72.33292350056676,-20.585822811526924
59,2014-04-15 00:20:00,800284.9338572364,-1763586.261951539,72.26013844455984,-20.59227496431342
59,2014-04-15 01:35:00,800949.5054021608,-1763436.775510204,72.258888207849,-20.57254489337386
67,2014-04-10 23:05:00,802561.3238366572,-1470287.5992402658,74.62678901376715,-16.371935549944787
67,2014-04-11 00:25:00,803103.8006042296,-1471015.1077542799,74.61863777772218,-16.367573566999653
67,2014-04-13 00:10:00,808923.6945010184,-1492542.9042769857,74.42188967604528,-16.543332724929066
67,2014-04-13 23:35:00,811780.0,-1509218.25,74.27655144064217,-16.725031219366862
69,2014-04-10 23:05:00,814964.4334305151,-1594025.8522837707,73.58285436934699,-17.92107728720141
69,2014-04-11 00:25:00,815487.9446640316,-1594737.2411067192,73.57496524630719,-17.916525748221876
69,2014-04-12 22:55:00,817252.8495238095,-1613161.9542857143,73.41914819015234,-18.132519758325515
69,2014-04-13 00:10:00,817312.243902439,-1612743.253283302,73.42228413655536,-18.124844307656247
69,2014-04-13 23:35:00,815572.5408348457,-1626822.558983666,73.31564395389157,-18.37408645713744
69,2014-04-14 00:55:00,815720.1824953445,-1627252.8603351954,73.3115665059343,-18.37600215398799
69,2014-04-15 00:20:00,816479.2079566004,-1633936.5533453887,73.2544423025788,-18.448670250766458
69,2014-04-15 01:35:00,816593.1884057971,-1633793.3043478262,73.25514027018504,-18.443463234081154
98,2014-04-11 00:25:00,711332.1610508282,-716278.3129640205,80.70124591319855,-0.19850827708121316
98,2014-04-11 23:50:00,707691.2972972973,-732030.3963963964,80.62141741905032,-0.9685169262707267
98,2014-04-12 22:55:00,722668.3395646607,-736540.4153649168,80.49595431163073,-0.5446701518027259
98,2014-04-13 00:10:00,725846.4936358605,-737431.0470392916,80.4697020618963,-0.4535927959840068
98,2014-04-13 23:35:00,738757.0981142388,-742800.9592784913,80.35144270416902,-0.15638644811632596
98,2014-04-14 00:55:00,743761.3856034252,-746872.6106502542,80.29262135577498,-0.1195865691337566
98,2014-04-15 00:20:00,762179.853322743,-759959.108816521,80.0884348375036,0.08359236605132304
98,2014-04-15 23:25:00,749880.0021164021,-743141.5386243386,80.27706704878344,0.25859164552080854
98,2014-04-16 00:40:00,752678.3682104059,-746402.8141795312,80.23780158563106,0.2398540278510735
100,2014-04-11 00:25:00,849964.3326910726,-1204270.6705202311,76.45445281671834,-9.785871042897138
100,2014-04-11 23:50:00,851243.0268378063,-1212833.4959159861,76.38398032691505,-9.936401289801626
100,2014-04-13 23:35:00,851943.3405522469,-1240493.668651868,76.17348173481456,-10.519590103632753
100,2014-04-14 00:55:00,852246.573875803,-1241729.2119914347,76.16264794344048,-10.53669103852186
102,2014-04-11 00:25:00,818703.5622317597,-1347398.0515021458,75.52073890591168,-13.716373341138034
102,2014-04-11 23:50:00,806194.4,-1355806.8,75.5138091437771,-14.26329450875991
102,2014-04-12 01:05:00,806668.8009592326,-1356397.1910471623,75.5069924197312,-14.259445563964821
102,2014-04-13 23:35:00,814633.9381283836,-1385362.9651972158,75.24358056149198,-14.543226729986605
102,2014-04-14 00:55:00,814766.7768115943,-1386407.24057971,75.23479061746234,-14.558006681591507
123,2014-04-11 23:50:00,747442.92494929,-837138.5409060176,79.66748085278599,-3.2397841113978214
123,2014-04-12 01:05:00,750460.2580185317,-841198.7156094084,79.62133626250662,-3.2628279901456683
123,2014-04-12 22:55:00,761169.4540059348,-854096.5756676558,79.46791538286833,-3.2926275435812773
123,2014-04-13 23:35:00,772611.0798898072,-872493.9449035813,79.27243270534926,-3.4744590189585915
123,2014-04-14 00:55:00,774105.0395634379,-875488.8867667122,79.24284079100077,-3.5169680354774777
132,2014-04-11 23:50:00,729335.1161780674,-830171.4853420196,79.82523197278553,-3.6995463652255345
132,2014-04-12 01:05:00,732274.7572016461,-833151.9588477366,79.78694541621711,-3.6870824157136117
132,2014-04-12 22:55:00,741413.5879292404,-841419.6399583768,79.67479083478658,-3.6152377532441875
132,2014-04-13 00:10:00,743252.1127596439,-844470.7477744807,79.64269010226806,-3.6477166535144265
132,2014-04-13 23:35:00,751006.7164790174,-859881.8771750256,79.48975548086031,-3.866570684408474
132,2014-04-14 00:55:00,752097.9250780437,-862660.4474505724,79.464016741891,-3.9169292055715625
132,2014-04-15 00:20:00,765910.8879492601,-880471.7505285412,79.25800474059689,-3.980417866448661
132,2014-04-15 01:35:00,769152.864461046,-885596.552828175,79.20313601727787,-4.025233040182622
132,2014-04-15 23:25:00,779485.2240085745,-907329.5712754555,78.99082586920835,-4.334183234776548
132,2014-04-17 00:05:00,794698.9610115911,-932665.2160168599,78.72425584204368,-4.566575410778092
132,2014-04-17 01:25:00,796716.2468085106,-935859.9063829787,78.69005198388771,-4.591584964987553
138,2014-04-11 23:50:00,797891.1488801053,-933732.6772068511,78.69788048889131,-4.485523349055904
138,2014-04-12 01:05:00,799129.0191570881,-935237.6985951469,78.68006314882834,-4.487229970473145
138,2014-04-13 00:10:00,815397.9512855209,-949246.4709066306,78.48601511420524,-4.33758700117576
138,2014-04-13 23:35:00,824997.684647303,-969912.9930843706,78.28541545567387,-4.6158647241165145
138,2014-04-14 00:55:00,825786.9795918367,-972763.1428571428,78.26089703564834,-4.671787009825294
146,2014-04-11 23:50:00,807419.4571948998,-1612160.2222222222,73.46726395063274,-18.396881453255784
146,2014-04-12 01:05:00,807578.9481481481,-1612552.2814814816,73.46344613246816,-18.397928632584936
146,2014-04-12 22:55:00,805346.9385474861,-1624639.705772812,73.3745779053624,-18.63201605062619
146,2014-04-13 00:10:00,805327.4559386973,-1624432.528735632,73.37633521666908,-18.62965991674537
146,2014-04-13 23:35:00,804432.2064056939,-1638327.693950178,73.26721568451498,-18.848586681229268
146,2014-04-14 00:55:00,804577.7540687161,-1638779.9529837251,73.2629644108534,-18.850742214796153
148,2014-04-11 23:50:00,767617.9530332681,-1655071.589041096,73.27397909622157,-20.118250782950334
148,2014-04-12 01:05:00,767716.3747368421,-1655837.654736842,73.26731982405144,-20.125566247748008
148,2014-04-13 23:35:00,767287.7931034483,-1683012.206896552,73.04572338647134,-20.491686399720034
148,2014-04-14 00:55:00,767456.3858093126,-1683594.1241685143,73.04030571657881,-20.494411161813446
152,2014-04-11 23:50:00,719526.0628272251,-846250.9633507853,79.77254461761741,-4.627102245864506
152,2014-04-12 01:05:00,721553.5102040817,-848366.7346938775,79.74574886004908,-4.618146140557861
152,2014-04-12 22:55:00,729752.6631853785,-854618.27154047,79.65345537895648,-4.50621447367061
152,2014-04-13 00:10:00,731165.1389645776,-856788.0054495913,79.62994233339246,-4.5232448973130435
168,2014-04-12 22:55:00,846121.2929623568,-1335670.3993453356,75.47992226421478,-12.646534496864184
168,2014-04-13 00:10:00,846383.8433635614,-1336324.994229184,75.47361901450404,-12.651189250395753
168,2014-04-13 23:35:00,856164.4,-1357769.0,75.26141168521673,-12.76581967252953
168,2014-04-14 00:55:00,856432.6847662142,-1359371.0980392157,75.2477989098577,-12.788200494562203
168,2014-04-15 00:20:00,858269.8046709129,-1370124.4515215852,75.15620714801418,-12.936254799490088
168,2014-04-15 01:35:00,858938.4317841079,-1370411.1874062968,75.15077558429026,-12.92157376012756
168,2014-04-15 23:25:00,861613.1635475997,-1387550.992676973,75.00585693043534,-13.161387928858105
176,2014-04-13 00:10:00,829028.0136054421,-965718.0116618075,78.29063311281995,-4.355306870911802
176,2014-04-13 23:35:00,834625.6710130391,-981760.892678034,78.1459511095018,-4.631096019794131
176,2014-04-14 00:55:00,835160.9152542372,-984560.3126177024,78.12329059645464,-4.693466010362047
176,2014-04-15 00:20:00,837428.8307692307,-992146.0,78.05700562663006,-4.833691435771468
176,2014-04-15 01:35:00,837482.8296296296,-993534.562962963,78.04699180695265,-4.871363527025726
180,2014-04-13 00:10:00,726639.5799614643,-718930.1849710983,80.58469235615841,0.30556229007491587
180,2014-04-13 23:35:00,741427.696969697,-722863.5757575758,80.46266341038078,0.7263505799283975
180,2014-04-15 23:25:00,755910.2706766918,-762976.6766917293,80.10941371585037,-0.2665585616020782
180,2014-04-16 00:40:00,758886.9943074004,-766986.7741935484,80.06410314956648,-0.3041397349805003
186,2014-04-13 23:35:00,854279.8649860623,-1296727.1310144225,75.73707619791381,-11.62323035534585
186,2014-04-14 00:55:00,854788.1867440735,-1297966.3928398646,75.72512155959139,-11.632715527691863
186,2014-04-15 00:20:00,858407.2024865713,-1306139.5465025047,75.6449455626458,-11.686706051834296
186,2014-04-15 01:35:00,858322.4674265147,-1307009.525854829,75.63875740766986,-11.706808757283959
186,2014-04-15 23:25:00,862400.063463282,-1320428.1976427925,75.51639392257869,-11.850582673795929
186,2014-04-16 00:40:00,863306.024335341,-1321148.8594025674,75.50640577515627,-11.837351972687681
190,2014-04-13 23:35:00,790084.9717788277,-1484651.4782275571,74.56578469156064,-16.979491763288273
190,2014-04-14 00:55:00,790289.6028368794,-1485199.600810537,74.5605234798077,-16.982109249822706
190,2014-04-15 00:20:00,792715.3778558875,-1491511.2221943259,74.49964736344631,-17.01003965379483
190,2014-04-15 01:35:00,792814.3155059639,-1492066.0923432088,74.49478235266515,-17.015907688385443
190,2014-04-16 00:40:00,794086.6622245002,-1504120.167093798,74.39278234279384,-17.168590890801806
190,2014-04-17 00:05:00,794589.3248901526,-1523346.355647454,74.23632438188653,-17.45310386845971
197,2014-04-13 23:35:00,856090.5666502705,-1327130.3580914903,75.49651877798448,-12.175194736862796
197,2014-04-14 00:55:00,856542.1209756098,-1328409.3365853657,75.48452450078436,-12.18657126211513
197,2014-04-15 00:20:00,858946.0882223202,-1336216.6202029113,75.41303447036785,-12.266300196791828
197,2014-04-15 01:35:00,859705.1751385209,-1337251.5533606359,75.4013924646821,-12.26345610313375
197,2014-04-15 23:25:00,863756.9857606795,-1351728.09742693,75.27077950136726,-12.42134000923914
203,2014-04-13 23:35:00,807143.8569177435,-1742785.5108729908,72.40493785585649,-20.14952429346054
203,2014-04-14 00:55:00,807342.5094158953,-1743445.0335142037,72.39878445930077,-20.152414179195286
203,2014-04-15 00:20:00,809584.0780704538,-1751535.5626785147,72.32404314476211,-20.19296406008204
203,2014-04-15 01:35:00,809864.6305633364,-1751579.9894179895,72.32261728559008,-20.18595627526711
211,2014-04-13 23:35:00,869879.2203679931,-1551654.7993153615,73.68622847515007,-15.724404757149513
211,2014-04-14 00:55:00,870197.2804774083,-1552467.664109122,73.67840202550941,-15.728270034546712
211,2014-04-15 00:20:00,875485.892944039,-1565297.896188159,73.55369418670134,-15.781302853677943
211,2014-04-15 01:35:00,875429.9772627897,-1565411.3362483603,73.55304520993498,-15.784630776952612
211,2014-04-15 23:25:00,878621.9509513743,-1584944.5657505286,73.38458804514038,-15.99798599069615
211,2014-04-16 00:40:00,878228.4100283057,-1586630.8329963607,73.37297002304274,-16.03469130855476
215,2014-04-13 23:35:00,880774.2420200096,-1250834.8080038112,75.94641762549475,-9.84874185176989
215,2014-04-14 00:55:00,881500.5840375586,-1252232.2347417842,75.93221749266418,-9.856623861845724
215,2014-04-15 00:20:00,884537.210626186,-1262021.3092979128,75.84346739285593,-9.97379800310182
215,2014-04-15 01:35:00,884622.8695652174,-1262474.7682752032,75.83964234281066,-9.980864205938552
215,2014-04-15 23:25:00,887462.1072647489,-1275072.4475865432,75.73091824690486,-10.161729512511881
215,2014-04-16 00:40:00,887543.7724435909,-1276082.092174748,75.72295712290546,-10.18051900351354
217,2014-04-13 23:35:00,833524.4749367088,-1330324.6734177214,75.5820759768868,-12.930503628707472
217,2014-04-14 00:55:00,833943.690225564,-1331496.1513784463,75.57102728434663,-12.940231580952618
217,2014-04-15 00:20:00,836791.8116947473,-1339556.6164519326,75.49517660323025,-13.007877470512934
217,2014-04-15 01:35:00,837329.1802120141,-1339823.7062089853,75.49052952013608,-12.996481477131931
217,2014-04-15 23:25:00,841170.9223529411,-1352831.1011764705,75.37173887460057,-13.127245387171792
219,2014-04-13 23:35:00,888321.1496746204,-1333491.9436008676,75.28758145167119,-11.329970592166939
219,2014-04-14 00:55:00,888787.9648375066,-1335455.3489611081,75.27038289511914,-11.354973138854762
219,2014-04-15 01:35:00,890068.0542412002,-1353736.896710906,75.12546286198713,-11.675492616431862
219,2014-04-15 23:25:00,894533.6741440378,-1379261.5608028336,74.90923421584958,-12.03417721952332
219,2014-04-16 00:40:00,894615.0943847073,-1380597.5173237752,74.89865575686171,-12.057116099652683
223,2014-04-13 23:35:00,827377.1099544567,-1385944.0169160701,75.18003179759259,-14.163757605919514
223,2014-04-14 00:55:00,827680.7716129032,-1386903.1612903224,75.17113716434392,-14.171949116017048
223,2014-04-15 00:20:00,828589.1016825165,-1394428.8617410387,75.1081873735341,-14.280627166977416
223,2014-04-15 01:35:00,828971.1012145749,-1394547.036437247,75.10549227293205,-14.271161173613377
223,2014-04-15 23:25:00,829534.395029431,-1407936.7756703729,74.99824754625742,-14.494071128381371
224,2014-04-13 23:35:00,832370.5368770764,-1520947.488372093,74.09411919292666,-16.30938834797697
224,2014-04-14 00:55:00,832520.480681074,-1521537.8428290766,74.0887743744205,-16.314405764994948
224,2014-04-15 00:20:00,834011.6821026283,-1528815.7571964958,74.024429400577,-16.386300310366913
224,2014-04-15 01:35:00,833988.9171559034,-1528762.0574037833,74.02495525533814,-16.38611171107082
227,2014-04-13 23:35:00,868998.9438202247,-1271568.7415730339,75.85249394624597,-10.651026512530386
227,2014-04-14 00:55:00,869643.3114754099,-1272839.6830601091,75.83964179382154,-10.65790640704153
227,2014-04-15 00:20:00,873202.5586162716,-1281924.7777065984,75.75313694024472,-10.738670564151194
227,2014-04-15 01:35:00,873467.3984575835,-1282402.0411311053,75.7481936580533,-10.74050950159369
227,2014-04-15 23:25:00,878100.8871758935,-1296053.004905396,75.62183724774115,-10.88160319032476
228,2014-04-13 23:35:00,798142.2349610757,-1707966.0028308562,72.7242034747606,-19.953048089777425
228,2014-04-14 00:55:00,798361.0325018896,-1708481.044595616,72.71915312368544,-19.953650467017663
228,2014-04-15 00:20:00,800295.8402826855,-1717060.1371024735,72.641565352849,-20.010483386091053
228,2014-04-15 01:35:00,800087.3652058434,-1717202.5524568392,72.64119490789174,-20.018017866091014
231,2014-04-13 23:35:00,866521.5388310648,-1368883.998398719,75.12580412261252,-12.665652670793387
231,2014-04-14 00:55:00,867125.5598086125,-1370156.7942583733,75.1131025138086,-12.671673933028705
231,2014-04-15 00:20:00,870452.3968871596,-1379735.752529183,75.02342627816249,-12.752852419717842
231,2014-04-15 01:35:00,871009.0225680934,-1380178.8217898833,75.01732666955407,-12.74462480470161
231,2014-04-15 23:25:00,875412.3529411765,-1397558.6013071896,74.86247183719391,-12.937511483772521
231,2014-04-16 00:40:00,875528.1671826625,-1398770.198142415,74.85259281823507,-12.956435025481511
236,2014-04-13 23:35:00,788767.376,-1309964.6239999998,75.95293051825918,-13.94664458515044
236,2014-04-14 00:55:00,788970.7619047619,-1310808.603174603,75.9453974876113,-13.956423374331745
236,2014-04-15 00:20:00,790997.7077077077,-1318425.9759759759,75.87649973395168,-14.038092945132375
236,2014-04-15 23:25:00,793632.4315270936,-1331689.1724137932,75.76065988445873,-14.206782297194469
236,2014-04-16 00:40:00,793965.456,-1332367.44,75.75381038105269,-14.209041563784766
245,2014-04-13 23:35:00,860422.2957575758,-1180770.0193939395,76.57288925925278,-8.919329217828047
245,2014-04-14 00:55:00,861821.374841169,-1183595.00635324,76.54458451532545,-8.940186611407805
245,2014-04-15 00:20:00,863984.4864864865,-1190212.0835380836,76.4842475990742,-9.023801924557429
245,2014-04-15 01:35:00,864162.197044335,-1190884.7586206896,76.47833838401881,-9.033589409058298
253,2014-04-13 23:35:00,821901.5695538057,-1722944.9501312335,72.51032626188815,-19.497318463490863
253,2014-04-14 00:55:00,821982.7811271298,-1723339.750982962,72.50679443714169,-19.500219784515714
253,2014-04-15 00:20:00,824147.1634491634,-1731210.2162162163,72.43426908785962,-19.543093750005028
253,2014-04-15 01:35:00,824203.4911838791,-1731110.8765743072,72.43485999422096,-19.540297903589806
273,2014-04-13 23:35:00,774129.8431372549,-1766488.4,72.332332109065,-21.33548094185991
273,2014-04-14 00:55:00,774232.8172484599,-1766861.203285421,72.32887872972758,-21.33712405753281
273,2014-04-15 00:20:00,777623.3277661796,-1774649.0814196242,72.25225769751944,-21.33772297019523
273,2014-04-15 01:35:00,777796.6666666666,-1774880.8496732027,72.2497154470765,-21.335779032064593
288,2014-04-13 23:35:00,819463.8926829268,-1687482.4292682926,72.80839573172922,-19.098174277823816
288,2014-04-14 00:55:00,819581.3523809523,-1687881.1619047618,72.8046924193649,-19.100266549489298
288,2014-04-15 00:20:00,821494.7002398082,-1695788.9352517985,72.73288867938558,-19.152959749441465
288,2014-04-15 01:35:00,821586.4987531172,-1695696.8029925188,72.73327602069712,-19.14922622321885
304,2014-04-13 23:35:00,826878.5153374233,-1715238.6134969324,72.55362230343916,-19.262314581259734
304,2014-04-14 00:55:00,826950.5046153846,-1715664.1292307691,72.54988008150225,-19.26592259894365
304,2014-04-15 00:20:00,829049.7249283667,-1723378.7335243553,72.4789225370644,-19.309622707734416
304,2014-04-15 01:35:00,829041.1566951567,-1723322.56980057,72.47941283947141,-19.309124577534465
312,2014-04-14 00:55:00,752984.5368331922,-828994.6909398815,79.68894298177308,-2.75080372609729
312,2014-04-15 00:20:00,768193.5746356833,-846393.5872390706,79.4773493325996,-2.7728649371901692
312,2014-04-15 01:35:00,770160.0831093653,-851205.0531321067,79.43261430058759,-2.861584369413905
312,2014-04-16 00:40:00,779643.5381328776,-871576.1456953642,79.23591305054396,-3.186685599682951
312,2014-04-17 00:05:00,786617.4033366045,-893631.3526987243,79.042580776648,-3.6442088388495555
312,2014-04-17 01:25:00,788453.7110754414,-897827.6179775281,79.00265162262698,-3.7110637560981408
328,2014-04-14 00:55:00,875041.6719242902,-1330111.930599369,75.37979814633971,-11.660253696400902
328,2014-04-15 00:20:00,877202.8,-1340497.2,75.29012692220367,-11.799820073430055
328,2014-04-15 01:35:00,877408.4,-1340714.8,75.28744976715151,-11.797928876548209
328,2014-04-15 23:25:00,881179.1815384616,-1359576.793846154,75.12517953638346,-12.051615801069032
343,2014-04-15 00:20:00,802408.6574531096,-760165.111549852,79.82276073255949,1.5485908817314178
343,2014-04-15 01:35:00,807723.7714139606,-763483.4502684735,79.76650060969547,1.61284527043727
343,2014-04-15 23:25:00,824151.7114673243,-773703.859432799,79.59278802415443,1.8083544149918804
343,2014-04-16 00:40:00,825821.5584486031,-776624.1079468402,79.56333105742736,1.7585127442007122
343,2014-04-17 00:05:00,830884.8433342384,-794121.3548737442,79.4194552498831,1.2960156532882485
344,2014-04-15 00:20:00,768547.2725914861,-797789.0649738611,79.80031773977437,-1.0695255191386672
344,2014-04-15 01:35:00,772161.4247832738,-801992.8128505864,79.74961464150638,-1.0856674818342194
344,2014-04-15 23:25:00,785136.4707884288,-815566.4968803176,79.5776322588451,-1.0890853041517852
344,2014-04-17 00:05:00,795683.643190184,-828909.7909202455,79.4226199718416,-1.1716486290315682
344,2014-04-17 01:25:00,797516.002528445,-831224.8611883691,79.39571150540529,-1.1856395872326466
352,2014-04-15 00:20:00,744067.8061408789,-800806.5562913907,79.93437670192603,-2.103362249050168
352,2014-04-15 01:35:00,746917.2676056338,-804979.5023474179,79.8885935858865,-2.1426490043555004
352,2014-04-17 00:05:00,770476.0327044025,-830766.5383647799,79.56866355370094,-2.1563007011594117
