floe_id,datetime,latitude,longitude,x,y
3,2007-03-31 11:49:26,79.64073,-5.37467,717571.7,-866614.7
3,2007-03-31 13:06:54,79.6245,-5.31347,719628.0,-867211.0
3,2007-04-02 11:37:11,79.39029,-5.5472,732337.2,-889888.7
3,2007-04-02 12:54:38,79.35915,-5.51858,734944.1,-892147.6
6,2007-03-31 11:49:26,79.42491,-5.53881,730064.5,-886862.2
6,2007-03-31 13:06:54,79.40902,-5.4971,731813.8,-887669.5
6,2007-04-01 12:32:16,79.32569,-5.71485,734198.0,-897489.2
6,2007-04-02 11:37:11,79.17241,-5.90247,741815.8,-912884.4
6,2007-04-02 12:54:38,79.14279,-5.87499,744295.8,-915039.6
12,2007-03-31 11:49:26,79.58047,-4.78502,730699.9,-864208.2
12,2007-03-31 13:06:54,79.56132,-4.73813,732758.8,-865206.0
12,2007-04-02 11:37:11,79.30444,-5.06359,745841.9,-890866.0
12,2007-04-02 12:54:38,79.26846,-5.03925,748744.8,-893561.5
16,2007-04-01 12:32:16,70.5539,-24.25074,753262.1,-1988279.0
16,2007-04-01 13:49:44,70.55387,-24.25057,753269.2,-1988279.7
16,2007-04-03 12:20:00,70.55389,-24.25069,753264.2,-1988279.1
16,2007-04-03 13:37:30,70.55387,-24.25057,753269.1,-1988279.6
16,2007-04-04 11:24:57,70.54449,-24.22777,754430.5,-1988956.3
16,2007-04-05 12:07:44,70.55409,-24.25188,753215.0,-1988273.6
16,2007-04-05 13:25:15,70.5541,-24.25188,753214.8,-1988273.5
16,2007-04-06 11:12:43,70.55414,-24.25217,753202.8,-1988272.3
16,2007-04-06 14:08:02,70.55411,-24.252,753210.1,-1988273.1
16,2007-04-07 11:55:29,70.55414,-24.25217,753202.8,-1988272.3
16,2007-04-07 13:13:00,70.55414,-24.25217,753202.8,-1988272.3
65,2007-04-03 12:20:00,75.9229,-19.12726,668673.7,-1378748.2
65,2007-04-03 13:37:30,75.9229,-19.12726,668673.7,-1378748.2
65,2007-04-05 13:25:15,75.9229,-19.12726,668673.7,-1378748.2
65,2007-04-06 11:12:43,75.91912,-19.11948,669042.5,-1379031.8
65,2007-04-07 13:13:00,75.9229,-19.12726,668673.7,-1378748.2
65,2007-04-08 12:38:21,75.92218,-19.12899,668666.7,-1378839.9
65,2007-04-09 11:43:14,75.9229,-19.12726,668673.7,-1378748.2
65,2007-04-09 13:00:44,75.9229,-19.12726,668673.7,-1378748.2
80,2007-04-04 14:20:15,74.07322,-19.76688,740083.2,-1570399.9
80,2007-04-05 12:07:44,74.07304,-19.76994,740007.3,-1570456.7
80,2007-04-05 13:25:15,74.07285,-19.76848,740056.7,-1570457.7
80,2007-04-06 11:12:43,74.07353,-19.76896,740011.6,-1570395.7
80,2007-04-06 14:08:02,74.07291,-19.76999,740012.5,-1570471.3
80,2007-04-07 11:55:29,74.07332,-19.76644,740090.6,-1570384.0
80,2007-04-07 13:13:00,74.07286,-19.76692,740099.0,-1570436.6
80,2007-04-09 11:43:14,74.07284,-19.76747,740085.0,-1570445.5
80,2007-04-09 13:00:44,74.07283,-19.76679,740104.2,-1570437.7
